"Id","Description","baseMean","All_norm","minus.5614_norm","minus.6086_norm","minus.10675_norm","minus.SICO_norm","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"NLANBGKA_00401","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",124.47,84.2292993630573,90.7643312101911,96.5732484076433,72.6114649681529,107.464968152866,1.051,0.072,0.431,0.666631471064501,0.943682589317848,1.114,0.156,0.97,0.331938207402792,1,0.831,-0.267,-1.739,0.0819830903247267,0.187333341659883,1.292,0.369,1.811,0.0702126514102865,0.202925200856245
"NLANBGKA_00402","hypothetical protein",230.44,148.10781671159,129.67115902965,192.355795148248,106.932614555256,131.514824797844,0.864,-0.21,-1.122,0.261974460808457,0.78722360594594,1.262,0.336,1.86,0.0629132194557229,1,0.702,-0.511,-2.853,0.00432760888536178,0.0191902406510261,0.867,-0.206,-0.955,0.339642799566945,0.572069439447195
"NLANBGKA_00403","Phosphopantetheine adenylyltransferase",185.29,302.618181818182,247.345454545455,324.727272727273,190.690909090909,215.563636363636,0.843,-0.247,-1.518,0.129071248421685,0.602662741953454,1.069,0.097,0.62,0.535347728131521,1,0.631,-0.664,-4.331,1.48527690815652e-05,0.000151626469976554,0.695,-0.526,-2.539,0.0111251051330324,0.056534762706877
"NLANBGKA_00404","Ribosomal RNA small subunit methyltransferase D",120.38,183.418994413408,159.217877094972,191.061452513966,109.541899441341,123.553072625698,0.824,-0.279,-1.556,0.119672787418531,0.596243082124877,1.005,0.007,0.043,0.965358723678513,1,0.574,-0.8,-4.77,1.84301191369214e-06,2.46720179766901e-05,0.684,-0.549,-2.311,0.0208151275625745,0.0865936433566083
"NLANBGKA_00405","Thioredoxin reductase",238.94,191.490196078431,182.549019607843,198.196078431373,119.21568627451,198.196078431373,0.93,-0.104,-0.686,0.492744109470257,0.892287007536837,1.035,0.049,0.335,0.737486680344284,1,0.618,-0.694,-4.787,1.69468889065713e-06,2.29025098651664e-05,1.042,0.059,0.331,0.740790465792276,0.870913906624817
"NLANBGKA_00406","hypothetical protein",25.9,83.1891891891892,46.2162162162162,86.2702702702703,40.0540540540541,144.810810810811,0.618,-0.693,-1.916,0.0553532791941548,0.406620315086621,0.989,-0.015,-0.047,0.962616751365019,1,0.482,-1.053,-3.273,0.00106263854606307,0.00582194631993629,1.421,0.507,1.248,0.212150205905239,0.422638660850385
"NLANBGKA_00407","L-cystine import ATP-binding protein TcyN",41.45,40.6153846153846,28.6153846153846,28.6153846153846,39.6923076923077,54.4615384615385,0.689,-0.537,-1.932,0.0533837256320056,0.39969353550117,0.782,-0.355,-1.355,0.175477618682141,1,1.013,0.019,0.079,0.937373904814171,0.961918015041909,1.327,0.408,1.257,0.208859732429787,0.417719464859574
"NLANBGKA_00408","putative amino-acid permease protein YxeN",41.85,33.4201954397394,28.2214983713355,34.1628664495114,29.7068403908795,30.4495114006515,0.79,-0.34,-1.243,0.213740506967261,0.730295434438092,1.013,0.018,0.072,0.942593351334618,1,0.873,-0.196,-0.812,0.416758598971884,0.5872695649862,1.024,0.035,0.101,0.919898544622856,0.960903097274111
"NLANBGKA_00409","L-cystine-binding protein TcyA",545.99,418,436.173913043478,515.478260869565,498.130434782609,388.260869565217,1.053,0.074,0.443,0.657775255065405,0.943396834846495,1.24,0.31,1.891,0.058602109403349,1,1.202,0.265,1.64,0.100953457146715,0.219376654963536,0.913,-0.131,-0.711,0.477278299002928,0.696376982572993
"NLANBGKA_00410","hypothetical protein",4.8,17.7662337662338,17.7662337662338,14.8051948051948,14.8051948051948,5.92207792207792,1.067,0.094,0.127,0.899015546024691,NA,0.892,-0.166,-0.226,0.821367012502407,1,0.963,-0.055,-0.082,0.934959732182279,0.961918015041909,0.347,-1.528,-1.244,0.213596267552531,0.423308966604106
"NLANBGKA_00411","DNA polymerase IV",18.17,9.31880108991826,10.5613079019074,6.2125340599455,13.0463215258856,16.7738419618529,1.1,0.137,0.289,0.772594485179194,0.973452382620603,0.798,-0.326,-0.686,0.492999719951516,1,1.5,0.585,1.379,0.167750244894753,0.317807206282583,1.394,0.48,0.833,0.405031420684158,0.635229134598176
"NLANBGKA_00412","Formate acetyltransferase",95.39,23.4226267880364,24.9050715214564,28.4629388816645,32.3172951885566,32.0208062418726,1.007,0.01,0.045,0.964465453573309,0.994510415911478,1.188,0.249,1.158,0.246813842042083,1,1.35,0.433,2.133,0.0329300408384092,0.0963458308241291,1.362,0.446,1.693,0.0904418855751353,0.240862683050011
"NLANBGKA_00413","Carbonic anhydrase",21.65,17.5384615384615,21.0461538461538,14.9076923076923,16.6615384615385,24.5538461538462,1.095,0.131,0.37,0.711207400736881,0.961363664977363,0.933,-0.1,-0.289,0.772664258601185,1,0.97,-0.045,-0.141,0.887870455691997,0.939167236171053,1.425,0.511,1.146,0.251664788409704,0.477662272528867
"NLANBGKA_00414","Acetyltransferase",5.78,7.08074534161491,5.66459627329193,7.08074534161491,11.3291925465839,9.91304347826087,1.048,0.067,0.091,0.927335310721931,NA,1.039,0.055,0.077,0.93873883244408,1,1.64,0.713,1.117,0.264113236768491,0.436294159458078,1.758,0.814,0.929,0.352905007483979,0.584726429338276
"NLANBGKA_00415","hypothetical protein",0.42,2.42553191489362,0,2.42553191489362,2.42553191489362,0,0.65,-0.621,-0.285,0.775888131415124,NA,1.146,0.197,0.093,0.926291625919136,1,0.99,-0.015,-0.007,0.994252172235231,NA,1.453,0.539,0.241,0.809760768799731,NA
"NLANBGKA_00416","hypothetical protein",3,1.41614906832298,1.41614906832298,4.24844720496894,4.24844720496894,9.91304347826087,0.606,-0.722,-0.556,0.578313532277221,NA,1.947,0.961,0.907,0.364432479354994,1,2.172,1.119,1.147,0.251395931015556,NA,5,2.322,1.97,0.0488956379293547,0.158082083644482
"NLANBGKA_00417","putative iron export permease protein FetB",110.43,81.7529880478088,117.179282868526,93.5617529880478,69.9442231075697,138.980079681275,1.336,0.418,1.53,0.125921730539342,0.602662741953454,1.118,0.161,0.595,0.552071506543791,1,0.848,-0.239,-0.901,0.367385219354459,0.545354221522534,1.487,0.572,1.879,0.0602891414292661,0.183635189263593
"NLANBGKA_00418","putative iron export ATP-binding protein FetA",55.5,31.6666666666667,81.2777777777778,34.8333333333333,28.5,117.166666666667,2.429,1.28,3.206,0.00134526049926268,0.0424666017064544,1.129,0.175,0.428,0.668568292774331,1,0.924,-0.115,-0.29,0.772025086846689,0.866010749593243,3.536,1.822,4.28,1.87021754929161e-05,0.000343849636170963
"NLANBGKA_00419","D-alanyl-D-alanine carboxypeptidase",25.14,12.9056603773585,12.188679245283,17.9245283018868,11.4716981132075,35.1320754716981,1.045,0.064,0.163,0.870826522070452,0.988031274173523,1.327,0.408,1.107,0.268286169079233,1,0.893,-0.163,-0.461,0.644782370700323,0.777354446919081,2.429,1.28,2.987,0.00281481643303337,0.0200720087701351
"NLANBGKA_00420","hypothetical protein",34.08,29.0677290836653,27.2509960159363,25.4342629482072,39.9681274900398,32.7011952191235,0.988,-0.018,-0.059,0.953287683216653,0.992646578553773,0.891,-0.167,-0.556,0.578008289501955,1,1.44,0.526,1.962,0.0498201396333565,0.13091625581432,1.178,0.237,0.607,0.544165391087987,0.745755735240705
"NLANBGKA_00421","hypothetical protein",0.11,0,0,0,1.9,0,1.633,0.708,0.147,0.882760028621809,NA,1.215,0.281,0.059,0.953219479037854,1,3.057,1.612,0.34,0.733829858613036,NA,6.192,2.63,0.547,0.584040699497727,NA
"NLANBGKA_00422","Glycerol facilitator-aquaporin gla",188.58,102.480836236934,124.724738675958,105.658536585366,224.02787456446,192.250871080139,1.223,0.29,1.353,0.17597463325504,0.67611306461147,1.049,0.069,0.325,0.74527351837922,1,2.201,1.138,5.667,1.45439702170499e-08,3.08028264746177e-07,1.98,0.986,4.248,2.15216023673514e-05,0.000381883316425328
"NLANBGKA_00423","Xaa-Pro dipeptidyl-peptidase",574.63,149.181456953642,157.335099337748,148.577483443709,182.4,229.811920529801,1.049,0.069,0.411,0.680962962206927,0.94686278554487,0.997,-0.005,-0.029,0.976471547929988,1,1.217,0.283,1.728,0.0839136419404394,0.190213191555085,1.522,0.606,3.414,0.000640484957571323,0.00626525670034513
"NLANBGKA_00424","hypothetical protein",32.58,70.5714285714286,56.0952380952381,63.3333333333333,65.1428571428571,38,0.919,-0.122,-0.408,0.683520963462178,0.947890817989621,0.955,-0.067,-0.232,0.816781063396813,1,0.973,-0.04,-0.148,0.881965384540513,0.936057502365735,0.521,-0.939,-2.006,0.0448526528279182,0.148149671461912
"NLANBGKA_00425","hypothetical protein",15.91,82.3333333333333,101.333333333333,82.3333333333333,126.666666666667,107.666666666667,1.223,0.291,0.698,0.484922409974433,0.890549331525373,0.996,-0.006,-0.014,0.988606396285968,1,1.47,0.556,1.513,0.130311944496201,0.264917835587549,1.2,0.263,0.468,0.639586511361695,0.805168203928653
"NLANBGKA_00426","hypothetical protein",19.76,34.8979591836735,34.8979591836735,51.1836734693878,53.5102040816327,55.8367346938776,1.139,0.187,0.457,0.647700057234596,0.943283873877816,1.509,0.594,1.551,0.120948299629115,1,1.708,0.773,2.177,0.0294752926055434,0.0878685718640043,1.48,0.565,1.09,0.275531463516814,0.504755118039205
"NLANBGKA_00427","hypothetical protein",1.1,3.35294117647059,3.35294117647059,3.35294117647059,3.35294117647059,3.35294117647059,0.623,-0.682,-0.396,0.692264972752292,NA,1.235,0.304,0.188,0.851012472690863,1,1.257,0.331,0.22,0.825733557771144,NA,2.08,1.057,0.6,0.548543523196982,NA
"NLANBGKA_00428","hypothetical protein",8.4,6.96943231441048,4.97816593886463,7.96506550218341,5.97379912663755,14.9344978165939,0.723,-0.467,-0.701,0.483320286055204,NA,1.088,0.121,0.198,0.842756961740195,1,0.782,-0.354,-0.609,0.54259525551183,0.697411836568195,1.71,0.774,1.05,0.293683243015354,0.521254784365331
"NLANBGKA_00429","hypothetical protein",1.01,3.86440677966102,11.5932203389831,3.86440677966102,3.86440677966102,0,3.205,1.68,1.178,0.238770077419944,NA,1.488,0.573,0.382,0.7025726302265,1,1.241,0.312,0.223,0.8237249569395,NA,1.328,0.41,0.237,0.812786048013623,NA
"NLANBGKA_00430","hypothetical protein",34.9,71.9076923076923,59.6307692307692,70.1538461538462,71.9076923076923,31.5692307692308,0.904,-0.145,-0.544,0.586770642912979,0.923408592812477,1.024,0.034,0.135,0.892712234555043,1,1.032,0.045,0.194,0.845798084849951,0.911013861195748,0.475,-1.075,-2.377,0.0174505013388853,0.0771185008478201
"NLANBGKA_00431","hypothetical protein",2.87,11.5443037974684,14.4303797468354,2.88607594936709,5.77215189873418,2.88607594936709,1.05,0.07,0.079,0.937371823609021,NA,0.336,-1.573,-1.552,0.120718690754473,1,0.577,-0.794,-0.935,0.349555817761379,NA,0.401,-1.318,-1,0.317539144195932,0.550641743230673
"NLANBGKA_00432","hypothetical protein",7.75,15.4285714285714,6.85714285714286,15.4285714285714,20.5714285714286,5.14285714285714,0.662,-0.596,-0.908,0.364141682636192,NA,1.123,0.167,0.281,0.778351266028012,1,1.463,0.549,0.999,0.317675505665161,0.496455443324739,0.604,-0.726,-0.777,0.43708841859228,0.664339568497827
"NLANBGKA_00433","hypothetical protein",5.74,16.5818181818182,4.14545454545455,37.3090909090909,33.1636363636364,24.8727272727273,0.561,-0.834,-0.982,0.326224299514491,NA,1.864,0.899,1.286,0.198408093870105,1,1.872,0.904,1.364,0.172569597307817,0.325633322579511,1.196,0.258,0.26,0.794542149689862,0.898505182350315
"NLANBGKA_00434","hypothetical protein",66.49,325.021276595745,276.510638297872,266.808510638298,417.191489361702,329.872340425532,0.87,-0.202,-0.754,0.450904164290694,0.878050660766607,0.824,-0.279,-1.068,0.285732863297613,1,1.319,0.399,1.653,0.0984232410713379,0.214206409632252,0.896,-0.158,-0.474,0.635260082270574,0.802145872560708
"NLANBGKA_00435","hypothetical protein",4.9,15,12,9,21,15,0.781,-0.357,-0.499,0.617575842878965,NA,0.68,-0.556,-0.797,0.425719657357375,1,1.519,0.603,1.037,0.299815528730769,0.477896667048509,0.857,-0.222,-0.223,0.823433946759001,0.91055087156104
"NLANBGKA_00436","hypothetical protein",41.58,138.181818181818,124.363636363636,155.454545454545,203.818181818182,89.8181818181818,0.92,-0.12,-0.419,0.675279408789591,0.946188872960535,1.069,0.096,0.351,0.725282263753074,1,1.378,0.463,1.827,0.067735360982064,0.162633633220895,0.633,-0.66,-1.591,0.11165487766377,0.27393142012044
"NLANBGKA_00437","hypothetical protein",0.22,0,0,0,0,0,1.22,0.286,0.081,0.935112984066999,NA,0.804,-0.315,-0.09,0.92861797231598,1,0.156,-2.684,-0.758,0.448181938519275,NA,1.824,0.867,0.243,0.80773429655533,NA
"NLANBGKA_00438","Accessory gene regulator A",57.31,53.9755102040816,67.934693877551,56.7673469387755,53.9755102040816,34.4326530612245,1.219,0.286,1.055,0.291221701189742,0.80810100975383,0.994,-0.009,-0.033,0.973613416512976,1,0.947,-0.078,-0.304,0.760833362478428,0.859572087067587,0.795,-0.33,-0.927,0.353770787184991,0.585525185731341
"NLANBGKA_00439","Sensor protein CitS",53.47,35.2735426008969,26.0717488789238,30.1614349775785,16.3587443946188,28.1165919282511,0.799,-0.324,-1.355,0.175543813613491,0.67611306461147,0.887,-0.173,-0.754,0.45107009105841,1,0.482,-1.052,-4.708,2.50569130645699e-06,3.17462139630578e-05,0.815,-0.295,-0.943,0.345936598113975,0.578202901119306
"NLANBGKA_00440","hypothetical protein",0.32,0,0,4.30188679245283,0,0,2.937,1.554,0.54,0.589314462182626,NA,8.842,3.144,1.127,0.259661323256616,1,0.863,-0.212,-0.074,0.941059950025992,NA,6.569,2.716,0.93,0.352610895464006,NA
"NLANBGKA_00441","Lactococcin A secretion protein LcnD",1.23,0.501098901098901,0,0.501098901098901,0.501098901098901,1.5032967032967,0.995,-0.007,-0.005,0.996252073574189,NA,1.323,0.404,0.272,0.785911007503498,1,1.38,0.465,0.343,0.731593933233821,NA,4.044,2.016,1.282,0.199963891054408,NA
"NLANBGKA_00442","Lactococcin-G-processing and transport ATP-binding protein LagD",1.13,1.5049504950495,0.752475247524752,1.5049504950495,0.752475247524752,0.752475247524752,0.98,-0.028,-0.022,0.982709991689816,NA,0.702,-0.51,-0.383,0.701904658598546,1,0.314,-1.671,-1.272,0.203354707774257,NA,1.07,0.098,0.064,0.948776118096007,NA
"NLANBGKA_00443","Lactococcin-G-processing and transport ATP-binding protein LagD",1.14,0.533957845433255,0.533957845433255,1.06791569086651,0.533957845433255,1.60187353629977,1.639,0.713,0.494,0.621302550792824,NA,1.93,0.948,0.682,0.495281125287808,1,0.769,-0.38,-0.273,0.785198076414254,NA,5.121,2.356,1.56,0.118810766555137,NA
"NLANBGKA_00444","putative multidrug resistance ABC transporter ATP-binding/permease protein YheH",38.47,15.697074010327,11.3803786574871,13.7349397590361,9.81067125645439,24.7228915662651,0.743,-0.429,-1.361,0.173601458802952,0.67611306461147,0.926,-0.11,-0.371,0.710290637664346,1,0.635,-0.654,-2.302,0.0213520316229712,0.0667368565484497,1.805,0.852,2.487,0.0128908666708188,0.0621337751152672
"NLANBGKA_00445","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI",78.46,30.0102564102564,27.6717948717949,30.4,20.2666666666667,44.4307692307692,0.905,-0.144,-0.59,0.555106957529664,0.920972906810579,1.027,0.038,0.161,0.871772686554362,1,0.664,-0.591,-2.586,0.00971290510585101,0.0367536329205402,1.523,0.607,2.207,0.027336389092988,0.106102102363486
"NLANBGKA_00446","hypothetical protein",12.92,43.5882352941176,46.9411764705882,70.4117647058824,30.1764705882353,26.8235294117647,0.85,-0.234,-0.443,0.657877229079503,NA,1.411,0.497,1.014,0.310728294162177,1,0.626,-0.676,-1.383,0.166558458202275,0.317065602908328,0.426,-1.23,-1.454,0.145863781166673,0.326375557273231
"NLANBGKA_00447","hypothetical protein",89.92,138.102857142857,114.651428571429,135.497142857143,76.8685714285714,119.862857142857,0.875,-0.192,-0.79,0.429252763588424,0.862938430071049,0.976,-0.035,-0.15,0.880618516229344,1,0.568,-0.815,-3.515,0.000439863542724816,0.00274963157324456,0.857,-0.222,-0.758,0.44873487297431,0.674168573545975
"NLANBGKA_00448","putative dual-specificity RNA methyltransferase RlmN",140.72,93.1928020565553,90.2622107969152,89.0899742930591,61.5424164524422,79.1259640102828,0.947,-0.079,-0.403,0.687149893973708,0.949811924451231,0.949,-0.075,-0.393,0.69468701751374,1,0.654,-0.613,-3.277,0.00104768864280877,0.00576228753544824,0.916,-0.126,-0.536,0.591688658038422,0.779483173627775
"NLANBGKA_00449","hypothetical protein",84.19,89.3,86.45,99.75,60.8,63.65,0.96,-0.06,-0.295,0.767954587719646,0.970747790537389,1.089,0.123,0.637,0.524424942546422,1,0.687,-0.543,-2.886,0.00390082935909106,0.0174614412004738,0.755,-0.405,-1.475,0.140209449753819,0.318623001797258
"NLANBGKA_00450","Mannosylglucosyl-3-phosphoglycerate phosphatase",166.23,91.0042918454936,78.7725321888412,89.0472103004292,86.1115879828326,61.6480686695279,0.857,-0.223,-1.246,0.212672639399201,0.730295434438092,0.945,-0.082,-0.475,0.634575472395422,1,0.908,-0.14,-0.84,0.400649132177215,0.576009238662076,0.676,-0.566,-2.5,0.0124089488071927,0.0606924867941539
"NLANBGKA_00451","hypothetical protein",0.26,0,6,0,0,0,1.87,0.903,0.313,0.754475852534353,NA,0.399,-1.326,-0.448,0.653976740897242,1,0.857,-0.223,-0.077,0.938412075111737,NA,2.055,1.039,0.35,0.726327866574277,NA
"NLANBGKA_00452","DEAD-box ATP-dependent RNA helicase CshB",189.58,96.9127516778523,91.8120805369127,93.8523489932886,93.3422818791946,107.114093959732,0.936,-0.095,-0.556,0.577912130981659,0.923408592812477,0.973,-0.039,-0.234,0.814774830905851,1,0.959,-0.06,-0.378,0.705456833397236,0.825943272764586,1.132,0.179,0.897,0.369605119801831,0.60129788146865
"NLANBGKA_00453","Phospho-N-acetylmuramoyl-pentapeptide-transferase",91.5,54.3176470588235,67.0588235294118,61.6941176470588,48.9529411764706,74.4352941176471,1.201,0.264,1.43,0.152675597481632,0.641457186541532,1.171,0.228,1.271,0.203635383466791,1,0.907,-0.142,-0.832,0.405620726507265,0.579050111583308,1.415,0.501,2.17,0.0300428620819841,0.113504011669712
"NLANBGKA_00454","Penicillin-binding protein 2x",146.23,38.3523178807947,45.2980132450331,36.5403973509934,36.8423841059603,63.7192052980132,1.185,0.245,1.354,0.175732726752408,0.67611306461147,0.977,-0.034,-0.191,0.848310556308038,1,0.973,-0.039,-0.232,0.816880326398458,0.89579071341531,1.615,0.692,3.326,0.000882599381621634,0.00804926304557595
"NLANBGKA_00455","Cell division protein FtsL",4.17,8.60377358490566,10.7547169811321,8.60377358490566,8.60377358490566,8.60377358490566,1.759,0.815,1.054,0.292069030570413,NA,1.112,0.154,0.195,0.845780841371837,1,1.159,0.213,0.295,0.768268583661283,NA,1.536,0.619,0.607,0.544070924989591,0.745755735240705
"NLANBGKA_00456","Ribosomal RNA small subunit methyltransferase H",32.42,19.4810126582278,23.8101265822785,18.7594936708861,16.5949367088608,37.5189873417721,1.102,0.14,0.436,0.662648358071384,0.943396834846495,1.038,0.054,0.174,0.86151865422859,1,0.896,-0.159,-0.546,0.585049499272304,0.730796865728344,2.08,1.057,2.901,0.00372113768251444,0.0241636429936895
"NLANBGKA_00457","hypothetical protein",2.74,3.2112676056338,8.02816901408451,3.2112676056338,6.42253521126761,1.6056338028169,2.504,1.324,1.379,0.167754693525728,NA,1.018,0.026,0.025,0.979684812836701,1,2.064,1.045,1.162,0.245406989159125,NA,0.859,-0.22,-0.161,0.872377357682818,0.936179921113911
"NLANBGKA_00458","hypothetical protein",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLANBGKA_00459","hypothetical protein",1.01,1.78125,1.78125,1.78125,3.5625,0,1.616,0.692,0.446,0.655880596325199,NA,1.371,0.455,0.292,0.770098995115857,1,3.091,1.628,1.185,0.236014730154003,NA,1.314,0.394,0.223,0.823606720201856,NA
"NLANBGKA_00460","hypothetical protein",3.58,10.4827586206897,13.1034482758621,13.1034482758621,2.62068965517241,5.24137931034483,1.057,0.08,0.092,0.92682390021786,NA,0.98,-0.028,-0.033,0.973346697427414,1,0.34,-1.557,-1.795,0.0726117169060958,NA,0.388,-1.365,-1.051,0.293247120923458,0.521254784365331
"NLANBGKA_00461","Inner membrane protein YhaI",1.58,5.79661016949153,3.86440677966102,3.86440677966102,1.93220338983051,0,0.963,-0.055,-0.044,0.965286458260466,NA,0.937,-0.094,-0.077,0.938228061732129,1,0.297,-1.75,-1.392,0.163866691930099,NA,0.462,-1.114,-0.704,0.481209794242148,NA
"NLANBGKA_00462","hypothetical protein",0.37,0,0,2.62068965517241,0,0,4.737,2.244,0.839,0.401198433162846,NA,9.382,3.23,1.24,0.215046941218393,1,1.576,0.656,0.247,0.805061106068681,NA,7.769,2.958,1.081,0.279515934655414,NA
"NLANBGKA_00463","Gamma-glutamyl phosphate reductase",60.24,30.6923076923077,30.1442307692308,31.7884615384615,41.1057692307692,31.2403846153846,1.021,0.03,0.119,0.905431983648231,0.988031274173523,1.028,0.04,0.165,0.868936705105653,1,1.333,0.414,1.833,0.0668228034035947,0.161535873985862,1.148,0.199,0.636,0.52457608261815,0.735756527642736
"NLANBGKA_00464","Glutamate 5-kinase 1",86.48,66.6067415730337,75.1460674157303,64.0449438202247,75.1460674157303,88.8089887640449,1.064,0.089,0.436,0.663123973809052,0.943396834846495,0.944,-0.084,-0.417,0.67682343711367,1,1.08,0.111,0.597,0.5505010520586,0.705655820118476,1.249,0.321,1.275,0.202358418061968,0.410091561703271
"NLANBGKA_00465","hypothetical protein",315.78,161.625708884688,153.867674858223,162.056710775047,113.78449905482,89.2173913043478,0.973,-0.04,-0.337,0.736403794402829,0.96317987890538,1.015,0.022,0.19,0.84913265645144,1,0.716,-0.482,-4.344,1.39762079327392e-05,0.000145825287180565,0.569,-0.814,-5.017,5.23997299945105e-07,1.63187730554333e-05
"NLANBGKA_00466","ABC-type transporter ATP-binding protein EcsA",124.45,111.654320987654,128.543209876543,113.530864197531,103.20987654321,125.728395061728,1.151,0.203,1.046,0.295402667363102,0.80810100975383,1.014,0.02,0.107,0.91483628162875,1,0.933,-0.1,-0.548,0.58372109033671,0.730699075307533,1.096,0.132,0.555,0.57862408874111,0.769970701502432
"NLANBGKA_00467","putative membrane protein YdfK",14.75,11.2592592592593,15.9506172839506,13.1358024691358,13.1358024691358,15.9506172839506,1.35,0.433,0.979,0.327683409043712,0.823557908429473,1.042,0.059,0.134,0.893045027006286,1,1.128,0.174,0.432,0.665894269815127,0.795564242420872,1.107,0.147,0.24,0.810184057812266,0.903576697498972
"NLANBGKA_00468","ATP-dependent helicase/nuclease subunit A",196.26,31.0994248151191,35.7830731306491,32.5981922760887,42.3401807723911,41.9654889071487,1.168,0.224,1.374,0.169378485584142,0.67611306461147,1.047,0.067,0.416,0.67707178943343,1,1.352,0.435,2.874,0.00405386179322795,0.0180894021528002,1.414,0.5,2.633,0.00847129616292109,0.0455183026218929
"NLANBGKA_00469","ATP-dependent helicase/deoxyribonuclease subunit B",199.29,38.3742166517457,40.2112802148612,39.1906893464637,45.7224709042077,40.0071620411817,1.06,0.084,0.548,0.583509488805876,0.923408592812477,1.051,0.072,0.48,0.631477884219916,1,1.227,0.295,2.095,0.0362114180632712,0.104227185054324,1.135,0.183,0.983,0.325778154358368,0.557328995012186
"NLANBGKA_00470","hypothetical protein",4.62,3.40298507462687,11.910447761194,10.2089552238806,11.910447761194,1.70149253731343,2.436,1.285,1.645,0.099877474931511,NA,1.769,0.823,1.051,0.293264523324288,1,2.546,1.348,1.877,0.060528901484141,0.150421210518382,0.978,-0.032,-0.027,0.978629139709611,0.986428700630072
"NLANBGKA_00471","hypothetical protein",37.71,33.2038834951456,33.2038834951456,37.6310679611651,49.8058252427184,54.2330097087379,0.985,-0.021,-0.075,0.940359032554784,0.989194838263417,1.139,0.188,0.701,0.483480661364787,1,1.474,0.559,2.304,0.0212445635665675,0.0666342242732105,1.779,0.831,2.485,0.0129701983937963,0.0621483057525544
"NLANBGKA_00472","hypothetical protein",4.07,24.7826086956522,19.8260869565217,19.8260869565217,19.8260869565217,14.8695652173913,0.913,-0.132,-0.152,0.879330089334475,NA,1.078,0.108,0.131,0.895545974112157,1,1.182,0.242,0.317,0.750867628859884,NA,0.754,-0.407,-0.342,0.732204760156745,0.868268658858333
"NLANBGKA_00473","hypothetical protein",15.15,10.0588235294118,12.5735294117647,8.38235294117647,15.9264705882353,15.9264705882353,1.507,0.592,1.052,0.29284290559441,0.80810100975383,1.106,0.145,0.258,0.796554278174941,1,1.957,0.969,1.878,0.0603716876728328,0.150293727732894,2.398,1.262,1.996,0.0459396626432977,0.150115471506793
"NLANBGKA_00474","hypothetical protein",2.46,13.4117647058824,3.35294117647059,6.70588235294118,13.4117647058824,3.35294117647059,0.219,-2.19,-1.689,0.0912939356713008,NA,0.67,-0.579,-0.544,0.586274203516127,1,1.097,0.133,0.14,0.88900138997263,NA,0.523,-0.935,-0.667,0.504760761409568,0.71783973701948
"NLANBGKA_00475","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE",144.36,75.6702819956616,76.6594360086768,72.2082429501085,74.6811279826464,57.8655097613883,1.035,0.05,0.315,0.752951230915443,0.968554006287707,0.979,-0.03,-0.194,0.846277419013138,1,1.001,0.001,0.009,0.99295132777565,0.995055038215853,0.836,-0.258,-1.221,0.222039954297489,0.434401243920471
"NLANBGKA_00476","L-asparaginase",42.96,28.3229813664596,28.3229813664596,28.3229813664596,31.8633540372671,36.8198757763975,1.043,0.061,0.191,0.848469762217618,0.988031274173523,1.062,0.087,0.28,0.779763872177413,1,1.163,0.218,0.748,0.454698038216238,0.61743207294626,1.416,0.502,1.336,0.181599755840538,0.378064430303767
"NLANBGKA_00477","ATP-dependent DNA helicase RecG",75.66,27.1428571428571,24.0892857142857,25.7857142857143,21.0357142857143,29.8571428571429,0.859,-0.218,-0.978,0.328010700266054,0.823557908429473,0.956,-0.064,-0.3,0.763991557259974,1,0.791,-0.339,-1.665,0.0958917428844291,0.209339051004623,1.092,0.128,0.469,0.638995779545729,0.805168203928653
"NLANBGKA_00478","Alanine racemase",100.01,64.6103542234332,73.3079019073569,71.4441416893733,41.0027247956403,60.2615803814714,1.098,0.135,0.749,0.45370815284658,0.878050660766607,1.052,0.072,0.412,0.680416278921779,1,0.617,-0.698,-4.076,4.5722245260458e-05,0.000408049471852767,0.909,-0.138,-0.576,0.564450331226998,0.761678731152372
"NLANBGKA_00479","Holo-[acyl-carrier-protein] synthase",58.59,105.378151260504,132.201680672269,139.865546218487,80.4705882352941,103.46218487395,1.203,0.266,1.129,0.258954882961274,0.78722360594594,1.281,0.358,1.573,0.115711898746909,1,0.748,-0.42,-1.895,0.0581238957860334,0.146457147684534,1.141,0.191,0.628,0.529984561649499,0.738559432138109
