"Id","Description","baseMean","All_TMP","minus.5614_TMP","minus.6086_TMP","minus.10675_TMP","minus.SICO_TMP","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"NLANBGKA_00309","DNA ligase",272.33,1.4841715707774,1.5595459700441,1.63386592660768,1.55497154098101,1.84303506994151,0.982,-0.026,-0.186,0.852722132268538,0.988031274173523,1.038,0.053,0.389,0.69719060641956,1,0.982,-0.026,-0.2,0.841599419041649,0.908970153925036,1.076,0.105,0.632,0.527637302117454,0.73733930680516
"NLANBGKA_00310","Queuosine precursor transporter QueT",16.32,0.390970170322679,0.300144279355086,0.360561958347207,0.29138853630876,0.499671691904529,0.951,-0.072,-0.165,0.86885242559511,0.988031274173523,1.011,0.016,0.039,0.968813204893138,1,0.81,-0.304,-0.77,0.441444352826724,0.609448683338826,1.192,0.254,0.465,0.641846154709226,0.805596169226364
"NLANBGKA_00311","hypothetical protein",99.23,1.31350432798503,1.42113042173878,1.484438190336,0.919782344642348,0.924996979627918,1.015,0.022,0.095,0.923950692312501,0.98830689537987,1.11,0.151,0.673,0.501235841696871,1,0.702,-0.511,-2.327,0.0199390679703052,0.063632460348746,0.798,-0.326,-1.136,0.2559616524209,0.481232972215942
"NLANBGKA_00312","Methionine aminopeptidase 1",60.91,0.885606673685463,0.941361603431861,0.878869773471316,0.70198147383474,0.674881246208714,0.935,-0.096,-0.392,0.695066961551766,0.955103777755838,0.932,-0.101,-0.424,0.671857320061194,1,0.772,-0.373,-1.636,0.101795083305359,0.220522494582114,0.71,-0.494,-1.488,0.136730378228524,0.312351133498095
"NLANBGKA_00313","Cobalt-dependent inorganic pyrophosphatase",92.95,0.887534918467251,0.860977252046749,0.759899139034275,0.773616043580299,0.89673921456821,0.917,-0.125,-0.687,0.491956579165716,0.892244230536578,0.829,-0.27,-1.52,0.128633740230238,1,0.841,-0.25,-1.519,0.12883252721895,0.263040800177972,0.933,-0.1,-0.421,0.673754465761574,0.829686056187893
"NLANBGKA_00314","Ribosomal-protein-serine acetyltransferase",68.81,1.31823429128135,1.44434070341591,1.57808108496231,1.15106521249041,1.79952796382033,1.008,0.012,0.055,0.956032344625087,0.992646578553773,1.132,0.178,0.879,0.379443425696464,1,0.851,-0.232,-1.201,0.229613844862569,0.396859982777083,1.234,0.303,1.134,0.256699632623707,0.481232972215942
"NLANBGKA_00315","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",59.7,0.506916615013612,0.566700984591865,0.571265352756355,0.441939280068286,0.641471946421199,1.02,0.028,0.116,0.907957714250213,0.98830689537987,1.118,0.161,0.691,0.489423867542503,1,0.842,-0.249,-1.121,0.262373169494036,0.434282278543923,1.319,0.399,1.363,0.172739432185451,0.364592494488241
"NLANBGKA_00316","ComE operon protein 3",2.46,0.00984122114753244,0.00523039628902965,0.0153154250068728,0.010155632632745,0.0215612194387502,0.902,-0.148,-0.125,0.900882427048752,NA,1.697,0.763,0.706,0.480307624327167,1,0.701,-0.512,-0.473,0.636256235581069,NA,1.567,0.648,0.482,0.629827418563324,0.800263647566721
"NLANBGKA_00317","ComE operon protein 1",0.9,0,0,0,0,0.0696306047675657,0.581,-0.783,-0.391,0.695743811460514,NA,0.744,-0.426,-0.219,0.826667234225076,1,0.942,-0.087,-0.047,0.962675766599649,NA,4.851,2.278,1.172,0.24125482852683,NA
"NLANBGKA_00318","1-acyl-sn-glycerol-3-phosphate acyltransferase",36.86,0.350990484911197,0.481904958486453,0.47036456667854,0.830051009803838,0.704905843483604,1.132,0.179,0.567,0.571009074718027,0.923408592812477,1.156,0.21,0.69,0.490289978947676,1,2.096,1.067,3.899,9.67545890628641e-05,0.000775676620792114,1.754,0.811,2.16,0.03073777461207,0.114126141260387
"NLANBGKA_00319","Peptidoglycan-N-acetylglucosamine deacetylase",24.99,0.398244510493778,0.368101474680766,0.431143662457627,0.553913113832218,0.512129813602957,0.844,-0.244,-0.734,0.462803776706184,0.878950912508655,1.034,0.048,0.155,0.876643940700255,1,1.359,0.443,1.595,0.110758538281113,0.233184519022106,1.279,0.355,0.846,0.397503241272996,0.629242682762024
"NLANBGKA_00320","Bifunctional xylanase/deacetylase",0.74,0.0517010632116845,0,0,0,0.113272321840195,0.758,-0.4,-0.206,0.836987395047739,NA,0.783,-0.353,-0.185,0.853569974079763,1,0.612,-0.709,-0.381,0.703390775448665,NA,3.648,1.867,0.962,0.335975960723471,NA
"NLANBGKA_00321","tRNA1(Val) (adenine(37)-N6)-methyltransferase",9.49,0.0722593600005827,0.092170290510617,0.119950730237555,0.149135865039917,0.300795988508707,1.29,0.368,0.534,0.593322196931813,NA,1.668,0.738,1.14,0.254171304644234,1,1.961,0.971,1.613,0.106768531144859,0.227484302844676,3.651,1.868,2.573,0.010074267741549,0.0524687118553027
"NLANBGKA_00322","hypothetical protein",1.81,0.041244668404827,0.0876825984632836,0.0855828243829746,0.0425623704720661,0.135544969393042,1.826,0.869,0.71,0.477993900091744,NA,2.077,1.055,0.905,0.365526299399926,1,1.296,0.374,0.335,0.737770670550992,NA,3.259,1.705,1.229,0.218927981236731,NA
"NLANBGKA_00323","ATP-dependent RNA helicase CshA",131.44,0.646557046187032,0.812890756586691,0.815062940170052,0.753305591025487,1.79733998556279,1.216,0.282,1.008,0.31350065941409,0.823557908429473,1.221,0.288,1.048,0.294490426128846,1,1.115,0.157,0.586,0.557663676568974,0.710345383349528,2.688,1.426,4.916,8.82276942975072e-07,2.44791748178175e-05
"NLANBGKA_00324","hypothetical protein",68.65,0.875151771980567,0.891488140998385,0.844917850655095,0.765136123486247,0.985319170444345,0.982,-0.026,-0.122,0.903056075208365,0.988031274173523,0.932,-0.101,-0.491,0.623160174222478,1,0.866,-0.208,-1.078,0.281119153030537,0.456939379324549,1.058,0.081,0.298,0.765548885823953,0.881681207371587
"NLANBGKA_00325","hypothetical protein",64.9,2.35978424230474,2.29157775190153,2.14602328284133,1.71364210638723,1.34038914177564,0.908,-0.139,-0.553,0.579927230592485,0.923408592812477,0.877,-0.19,-0.775,0.43838964621353,1,0.736,-0.442,-1.888,0.0590572513553666,0.148322548094275,0.6,-0.737,-2.153,0.0312840962400712,0.115035014126141
"NLANBGKA_00326","Thiamine transporter ThiT",13.3,0.211405918158773,0.30643002342535,0.378849623119398,0.178494548419502,0.231585558526681,1.339,0.421,0.922,0.356368040075292,NA,1.655,0.727,1.684,0.0922423855558239,1,0.834,-0.262,-0.616,0.537788115225546,0.693116562674887,1.15,0.201,0.319,0.749359019722012,0.87358431176149
"NLANBGKA_00327","hypothetical protein",0.94,0.0127901584948767,0.0271907709520287,0,0.0263975677492256,0,1.44,0.526,0.329,0.741784523135148,NA,0.658,-0.604,-0.36,0.719089914439948,1,1.447,0.533,0.361,0.717945170010437,NA,0.899,-0.154,-0.084,0.932849974398942,NA
"NLANBGKA_00328","hypothetical protein",20.19,0.127679147409725,0.33929353318401,0.231817824306927,0.252536731467592,0.163177808563991,2.384,1.253,3.488,0.000485861072856651,0.0195684735550541,1.576,0.657,1.803,0.071342237055087,1,1.723,0.785,2.333,0.0196708355326711,0.0632725747165561,1.216,0.282,0.522,0.601330677413263,0.785642648743697
"NLANBGKA_00329","Peptide chain release factor 3",61.94,0.364220914181925,0.447880665885897,0.429745660958088,0.368487448639482,0.719742029435947,1.172,0.229,0.905,0.365666507059792,0.850663740518382,1.147,0.197,0.802,0.422537365041926,1,0.982,-0.026,-0.113,0.90992302992104,0.948700058382039,1.844,0.883,3.031,0.00243639054921478,0.017874672971643
"NLANBGKA_00330","hypothetical protein",6.82,0.116268906860666,0.0882777292220841,0.137861925250403,0.154264519222285,0.109171966298468,0.762,-0.391,-0.571,0.567775781729717,NA,1.108,0.148,0.236,0.813753198556545,1,1.349,0.432,0.748,0.454465425145601,0.61743207294626,1.455,0.541,0.677,0.498575992487788,0.711718395263204
"NLANBGKA_00331","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase",85.59,0.710215257466597,0.687069404697621,0.769966345019435,0.790549768072462,0.611916782114966,0.903,-0.147,-0.62,0.535004746406745,0.916773470774565,1.058,0.082,0.358,0.720423370711919,1,1.09,0.124,0.57,0.5688793691334,0.720956790191787,0.911,-0.134,-0.457,0.647746922513324,0.809551026826644
"NLANBGKA_00332","hypothetical protein",1.15,0,0,0.0193321608377785,0.0384573702742526,0.0612360521623389,2.181,1.125,0.709,0.478076963189589,NA,1.977,0.983,0.623,0.53301606262846,1,3.787,1.921,1.392,0.164053842926265,NA,8.205,3.036,1.877,0.0604656613352483,NA
"NLANBGKA_00333","hypothetical protein",0.23,0,0,0,0.029138853630876,0,2.845,1.509,0.427,0.669205685936803,NA,1.242,0.313,0.088,0.929842606701412,1,6.024,2.591,0.757,0.449343103757013,NA,6.37,2.671,0.749,0.453665583059255,NA
"NLANBGKA_00334","hypothetical protein",0.26,0,0,0.0585913182314211,0,0,1.681,0.749,0.222,0.824059707394416,NA,7.981,2.997,0.915,0.360019364805253,1,0.544,-0.878,-0.262,0.793316617585248,NA,6.416,2.682,0.794,0.427286964584157,NA
"NLANBGKA_00335","ABC transporter glutamine-binding protein GlnH",10.28,0.103402126423369,0.0686949935143683,0.120689863258385,0.213411322366979,0.198226563220341,0.518,-0.949,-1.453,0.1462432905873,NA,1.248,0.32,0.59,0.555300082105908,1,2.149,1.103,2.261,0.023776117266996,0.0733441530475376,2.441,1.288,2.024,0.0429228441426018,0.143013668475132
"NLANBGKA_00336","Glutamine transport ATP-binding protein GlnQ",9.78,0.1019659857786,0.139352701129147,0.075564200100047,0.165351431318066,0.271269231073641,1.075,0.105,0.182,0.855259569909146,NA,0.915,-0.128,-0.227,0.820501527672472,1,1.828,0.87,1.792,0.0731416089520894,0.171267232843259,2.285,1.192,1.818,0.0690697590244653,0.201488636161321
"NLANBGKA_00337","L-cystine transport system permease protein YecS",4.39,0.048943673173728,0.104050016843096,0.0507791424672316,0.101014692587037,0.0536155656710256,1.903,0.928,1.206,0.227811438753761,NA,0.945,-0.082,-0.101,0.919808733535099,1,2.156,1.108,1.6,0.10964718279156,0.23187682918215,1.411,0.497,0.465,0.641942950051939,0.805596169226364
"NLANBGKA_00338","putative glutamine ABC transporter permease protein GlnM",6.6,0.0487271082481805,0.0690597456923207,0.117960397324321,0.150851587381084,0.160134985964346,0.588,-0.765,-0.889,0.373995499361057,NA,1.478,0.564,0.768,0.442383799882323,1,2.08,1.056,1.55,0.121062703919806,0.248968082408992,2.401,1.264,1.467,0.142417822470443,0.321969773466513
"NLANBGKA_00339","D-alanine--D-alanine ligase",87.56,0.822760023179049,0.953044335308535,0.864558675627434,0.881701519348058,1.32883406296723,1.076,0.106,0.494,0.621303272971508,0.929170579808862,1.043,0.06,0.287,0.774199310771983,1,1.067,0.093,0.474,0.635804762763054,0.769241766709017,1.507,0.592,2.338,0.0193712428421091,0.0820913473524704
"NLANBGKA_00340","hypothetical protein",5.71,0.27393846925594,0.291184748628068,0.511580912916139,0.169614222627487,0.420121969810275,1.083,0.114,0.164,0.870114167652428,NA,1.666,0.736,1.149,0.250387511750167,1,0.736,-0.442,-0.693,0.488125864729619,0.648185829101973,1.248,0.32,0.345,0.730001851275809,0.868264088111367
"NLANBGKA_00341","Copper-exporting P-type ATPase A",156.26,0.662024112242216,1.05030299639734,0.799617721220201,0.586306678037142,0.947112112290998,1.446,0.532,2.692,0.00710988478319845,0.125823415557209,1.147,0.198,1.007,0.314051815963593,1,0.848,-0.238,-1.245,0.213271709549195,0.379238791792366,1.317,0.397,1.719,0.0856296273138517,0.232898632912295
"NLANBGKA_00342","Transcriptional repressor CopY",14.55,0.282367345233046,0.709431933021112,0.426118678046699,0.34436827018308,0.196840363477542,1.98,0.985,2.475,0.0133348789005955,0.179024581102248,1.337,0.419,1.039,0.298902358539799,1,1.05,0.071,0.187,0.851790310349112,0.913598224025238,0.464,-1.108,-1.375,0.168984034778386,0.359650818789146
"NLANBGKA_00343","Tryptophan synthase alpha chain",12.06,0.127065305354871,0.180086567613052,0.161126125136408,0.189402548600694,0.231990428384245,1.582,0.661,1.322,0.186288003951137,NA,1.382,0.467,0.95,0.341932348515687,1,1.746,0.804,1.792,0.0731036331830179,0.171267232843259,1.61,0.687,1.048,0.294696672208422,0.521955192293412
"NLANBGKA_00344","Tryptophan synthase beta chain",22.66,0.118706670010907,0.262066273765262,0.161053250362488,0.244998321573037,0.310090025336156,1.863,0.898,2.582,0.00982959188968669,0.157273470234987,1.278,0.353,1.003,0.316086711482316,1,2.083,1.059,3.419,0.000628941127115358,0.00376568548260208,2.709,1.438,3.423,0.000618858097091353,0.00609275778168648
"NLANBGKA_00345","N-(5'-phosphoribosyl)anthranilate isomerase",6.42,0.057058686342429,0.181952749660855,0.0789313095345569,0.137390449762161,0.18751557941939,2.719,1.443,2.191,0.0284780686108771,NA,1.349,0.432,0.624,0.532841203106387,1,2.237,1.162,1.901,0.0572599471869589,0.14457627234572,3.477,1.798,2.29,0.0220440420041758,0.0897045549289928
"NLANBGKA_00346","Indole-3-glycerol phosphate synthase",10.46,0.100766385945911,0.153014730651612,0.0597401676085077,0.178261222212418,0.299616396396908,1.619,0.695,1.375,0.169237179606792,NA,0.888,-0.172,-0.323,0.746928384356729,1,1.802,0.849,1.903,0.0569794411134667,0.144381833821445,2.829,1.5,2.535,0.0112441732655628,0.0566290706377852
"NLANBGKA_00347","Anthranilate phosphoribosyltransferase",26.33,0.197826223905787,0.280374296882595,0.285062551275626,0.351585569258773,0.409340396590166,1.54,0.622,1.918,0.0551524442933498,0.406620315086621,1.459,0.545,1.727,0.0842010352308097,1,1.847,0.885,3.083,0.00204868948366707,0.00999000129664456,1.909,0.933,2.276,0.0228361375553821,0.091464424959352
"NLANBGKA_00348","Aminodeoxychorismate/anthranilate synthase component 2",9.22,0.117152409192434,0.186791918534814,0.141803456357961,0.282088902171246,0.23528107275849,1.601,0.679,1.24,0.215159829330194,NA,1.244,0.315,0.576,0.564317953636687,1,2.205,1.141,2.364,0.0180894099666381,0.0594471099277315,2.434,1.283,1.963,0.0496779739743667,0.160271856839077
"NLANBGKA_00349","Anthranilate synthase component 1",26.2,0.138366260080938,0.242245050299892,0.151999650400804,0.25197678306079,0.338812332954375,1.496,0.581,1.794,0.0728578299697921,0.452648645769772,1,-0.001,-0.002,0.998648332392869,1,1.686,0.754,2.629,0.00856234512548846,0.0331966331504594,2.285,1.192,3.06,0.00221483538048298,0.0166494521705272
"NLANBGKA_00350","T-protein",2.49,0.0394707041723613,0.167822607811446,0.0819018426890832,0.122195192645609,0.0432383594121174,2.66,1.411,1.42,0.155462455094097,NA,1.736,0.796,0.787,0.431002613193269,1,2.453,1.295,1.423,0.154754358302563,NA,2.018,1.013,0.781,0.435062626283806,0.664339568497827
"NLANBGKA_00351","hypothetical protein",64.83,2.46828006953715,1.88366409802157,2.26536260575796,1.86136987417923,2.21857513121485,0.722,-0.47,-2.301,0.0214056683855294,0.24273612305144,0.881,-0.182,-0.953,0.340361245003539,1,0.726,-0.463,-2.584,0.00976483769048441,0.036851874156376,0.871,-0.2,-0.743,0.457581671303095,0.679912006240042
"NLANBGKA_00352","putative cation-transporting ATPase E",1027.53,5.3240255169895,5.19257240543315,5.41224257021924,4.10613158798451,5.02901727620403,0.915,-0.128,-0.961,0.336663263464756,0.823557908429473,0.976,-0.035,-0.269,0.788253814216704,1,0.744,-0.426,-3.262,0.00110793262550623,0.00597778097183781,0.871,-0.199,-1.384,0.166307837582063,0.357444732605954
"NLANBGKA_00353","hypothetical protein",0.45,0.0280211869315237,0,0.0290720281300944,0,0,1.897,0.924,0.382,0.702147894247787,NA,1.033,0.046,0.019,0.984778133163323,1,0.448,-1.159,-0.478,0.632452033070639,NA,2.258,1.175,0.469,0.639278760766864,NA
"NLANBGKA_00354","Nucleoid-associated protein",134.16,5.52470250218597,4.88719776081211,6.00117138249101,5.1655240527462,4.34611024757556,0.848,-0.238,-1.279,0.200996532334912,0.718282083521417,1.028,0.04,0.223,0.823536400376799,1,0.91,-0.137,-0.799,0.42453697691027,0.593515241611501,0.656,-0.608,-2.486,0.012907212786068,0.0621337751152672
"NLANBGKA_00355","hypothetical protein",0.7,0,0,0,0.063134182866898,0.067019457088782,0.836,-0.258,-0.141,0.887684497686887,NA,0.615,-0.702,-0.384,0.700730794834589,1,2.339,1.226,0.768,0.44252239777271,NA,2.389,1.256,0.67,0.502635154369167,NA
"NLANBGKA_00356","HTH-type transcriptional regulator ZntR",38.72,0.48539180007003,0.483703590696213,0.566544151493906,0.51655240527462,1.03021644781103,1.007,0.01,0.028,0.977707109522678,0.99578739881351,1.179,0.238,0.676,0.499221627057521,1,1.082,0.114,0.338,0.735070210945377,0.844305336319139,1.838,0.878,2.154,0.031226754768874,0.115035014126141
"NLANBGKA_00357","DNA polymerase III PolC-type",11.63,0.224741356409976,0.218982816060088,0.213738737425847,0.367209022797264,0.102580801666503,1.002,0.003,0.006,0.995044578759212,NA,0.89,-0.168,-0.364,0.716174993111576,1,1.565,0.646,1.579,0.114295321956296,0.237808008586487,0.715,-0.484,-0.687,0.491810452128566,0.704697417791729
"NLANBGKA_00358","hypothetical protein",59.22,1.11360604693033,1.31523897694925,1.26234665964888,1.85146311553487,0.813269816358254,1.037,0.052,0.214,0.830863306103396,0.982918689356841,1.114,0.156,0.668,0.50385172315264,1,1.665,0.735,3.422,0.000621681035889712,0.00373798894037077,0.615,-0.701,-1.889,0.0588979764367337,0.181699134509841
"NLANBGKA_00359","hypothetical protein",2.11,0,0.0983666125617509,0.0640073224376869,0.0636647222187207,0.101373968705721,2.704,1.435,1.202,0.229204001087912,NA,2.547,1.349,1.159,0.246448042776789,1,2.64,1.401,1.296,0.195059960673631,NA,3.678,1.879,1.348,0.177797012879339,NA
"NLANBGKA_00360","Dihydroxy-acid dehydratase",889.67,4.58361383690469,5.78055649128314,5.05104697557648,7.45584635761462,7.31895023445746,1.201,0.265,2.217,0.0266241572614304,0.274411934971679,1.069,0.096,0.812,0.416781775719029,1,1.576,0.656,5.702,1.18241316244458e-08,2.62163168360759e-07,1.485,0.571,4.431,9.39395943498539e-06,0.000191135761303836
"NLANBGKA_00361","Ferredoxin--NADP reductase",15.3,0.0934039564384122,0.0992843672166951,0.135669464607107,0.173498517802162,0.245567476355843,1.061,0.086,0.176,0.860542224859443,0.988031274173523,1.271,0.345,0.751,0.452585097939611,1,1.635,0.709,1.678,0.0934099422362961,0.206141070036243,2.376,1.248,2.32,0.0203334167993992,0.0852439396590199
"NLANBGKA_00363","tRNA (guanine-N(7)-)-methyltransferase",112.6,1.99910777751847,1.96009714827664,1.82375793368226,2.11632894680588,2.2276889961905,0.979,-0.031,-0.165,0.868804035676466,0.988031274173523,0.921,-0.118,-0.641,0.5213297609464,1,1.065,0.091,0.529,0.596834311823614,0.737724641531104,1.06,0.083,0.357,0.720886271569844,0.863888735287247
"NLANBGKA_00364","hypothetical protein",139.38,2.13547015083091,1.91384774326418,1.7232085419013,1.97324328199963,2.44633759715706,0.88,-0.184,-1.105,0.268995751899144,0.790244371296006,0.805,-0.312,-1.918,0.0551439941228725,1,0.927,-0.109,-0.719,0.472347953132483,0.634717562021774,0.987,-0.019,-0.092,0.926836626170422,0.964112264169096
"NLANBGKA_00365","hypothetical protein",70.66,0.766074884458351,0.67858706636802,0.838959745110783,0.702710904953299,0.932444620365663,0.887,-0.173,-0.744,0.456590769812432,0.878050660766607,1.059,0.083,0.376,0.707203729835007,1,0.861,-0.216,-1.024,0.306062316634234,0.484698555493297,1.069,0.096,0.338,0.7356067048305,0.868563063694796
"NLANBGKA_00366","ABC-type transporter ATP-binding protein EcsA",24.65,0.3625457272128,0.337199128658183,0.438832095395829,0.389717178190728,0.413700352399889,0.882,-0.181,-0.556,0.578237553532883,0.923408592812477,1.12,0.163,0.539,0.590004818183626,1,1.036,0.051,0.182,0.855408699215312,0.916094297499266,1.199,0.262,0.627,0.530446354930123,0.738559432138109
"NLANBGKA_00367","putative HIT-like protein",13.26,0.369718394477802,0.36492362022309,0.356184632414034,0.572295470592025,0.17357557231627,1.017,0.024,0.052,0.958568192543492,NA,1.046,0.065,0.147,0.883412996642612,1,1.623,0.699,1.759,0.07850206247629,0.18054202050868,0.741,-0.432,-0.626,0.531217603580592,0.738720059291668
"NLANBGKA_00368","hypothetical protein",34.8,0.827723884555694,1.30062521053871,1.34415377119142,1.55978569435866,1.49808198198454,1.611,0.688,1.66,0.0969764530364823,0.53428536389911,1.646,0.719,1.777,0.0755746539226833,1,1.932,0.95,2.452,0.0141952266835497,0.0496133661673817,1.971,0.979,2.064,0.0390324358116348,0.133960059831933
"NLANBGKA_00369","hypothetical protein",13.48,0.2416971514752,0.240856520470131,0.203743472862349,0.280596368297324,0.0827400704799778,1.113,0.155,0.311,0.755685002278768,NA,0.809,-0.306,-0.613,0.539894890046257,1,1.207,0.271,0.595,0.551838320801437,0.706094298662975,0.547,-0.871,-1.139,0.254540154841175,0.480728064712417
"NLANBGKA_00370","hypothetical protein",4.93,0.0869852011381422,0.110953809429842,0.0902472911147481,0.125669937460176,0.0190576655228764,1.103,0.141,0.208,0.835587941796758,NA,1.174,0.231,0.357,0.721290486567289,1,1.464,0.55,0.937,0.348537127237682,0.526703070873558,0.578,-0.791,-0.717,0.473623074724203,0.694283200796479
"NLANBGKA_00371","putative ATP-dependent Clp protease ATP-binding subunit",5814.39,37.7475453618838,33.073838508334,32.3635307140939,27.2100199291584,28.7522100025522,0.824,-0.279,-2.412,0.0158742388356474,0.206012344000402,0.826,-0.276,-2.392,0.016765960786768,1,0.698,-0.519,-4.515,6.32476148395523e-06,7.0668004297106e-05,0.699,-0.517,-4.367,1.26148693787114e-05,0.000243674565467262
"NLANBGKA_00372","hypothetical protein",89.98,1.2640411460157,1.08564583689594,1.08063051118282,0.7304781488732,0.564957406864113,0.789,-0.342,-1.669,0.0950663055439434,0.528749737501552,0.815,-0.295,-1.485,0.137453332209863,1,0.541,-0.887,-4.602,4.18045837478966e-06,5.02717833375129e-05,0.445,-1.167,-3.952,7.75591753477832e-05,0.0011603460939286
"NLANBGKA_00373","Glycine/sarcosine N-methyltransferase",42.34,0.888090843878129,0.645068148775245,0.721759988697546,0.427683174259632,0.599932236843129,0.636,-0.653,-2.287,0.0221894027626836,0.246672953631973,0.773,-0.372,-1.376,0.16868737472813,1,0.463,-1.11,-4.232,2.31930415290528e-05,0.000225417300888533,0.697,-0.52,-1.417,0.15662546148195,0.343464464147629
"NLANBGKA_00374","Ribosomal silencing factor RsfS",42.52,1.44321087563557,1.16722775304756,1.46478295578553,1.10080113716643,1.82155447472074,0.774,-0.369,-1.408,0.159115882546595,0.654392080332477,0.97,-0.044,-0.18,0.856848530443778,1,0.748,-0.418,-1.817,0.0692766282773072,0.164938817995804,1.049,0.07,0.209,0.834598989561955,0.915598891496437
"NLANBGKA_00375","hypothetical protein",71.07,1.64810328033982,1.41343454002421,1.6710483107839,1.12095385906533,1.08735649766493,0.811,-0.303,-1.455,0.145581418108561,0.634474240114921,0.967,-0.049,-0.247,0.805142304697675,1,0.66,-0.599,-3.162,0.00156477835892812,0.00810372442087228,0.597,-0.744,-2.479,0.0131923636186338,0.0625203319317865
"NLANBGKA_00376","Nicotinate-nucleotide adenylyltransferase",48.95,0.926433813645566,1.00333944812986,0.816093361080508,0.811725208288688,0.919123982931868,1.02,0.029,0.112,0.910778992731484,0.98830689537987,0.892,-0.165,-0.643,0.520528397254965,1,0.833,-0.263,-1.096,0.273125269589434,0.449523221351193,1.04,0.057,0.171,0.864357190454072,0.931503582367878
"NLANBGKA_00377","RNA-binding protein YhbY",53.6,1.85286762729113,2.00667889625972,1.81354080240113,1.47914371288161,2.68077828355128,0.925,-0.112,-0.448,0.654236504330561,0.943392885256908,0.944,-0.083,-0.343,0.731694167484597,1,0.766,-0.384,-1.692,0.0906034152814983,0.201199133465487,1.353,0.436,1.457,0.145171463453477,0.325781842985303
"NLANBGKA_00378","GTPase Der",182.89,1.76631401171317,1.81458194696126,1.87350465151278,1.77183029336133,2.22677550972405,0.98,-0.03,-0.149,0.881223980207416,0.988031274173523,1.013,0.019,0.098,0.922082264615651,1,0.953,-0.07,-0.369,0.712360903895518,0.83059993642378,1.21,0.275,1.222,0.221611658440655,0.434119885469114
"NLANBGKA_00379","Pyrophosphatase PpaX",74.41,1.63611707466462,1.51615738828512,1.74099917030508,1.62345041657738,1.65442316927736,0.913,-0.131,-0.588,0.556650426185846,0.922223684801515,1.012,0.017,0.081,0.935648696865438,1,0.99,-0.014,-0.072,0.942823862099698,0.964534600438284,0.812,-0.3,-1.014,0.310377121083517,0.542537785536594
"NLANBGKA_00380","putative inner membrane transporter YicL",74.61,0.712420242742587,0.962633790694766,0.914525674368727,0.785023721173929,1.362435015818,1.226,0.294,1.229,0.219052097107814,0.737747552617943,1.183,0.242,1.035,0.300509574210776,1,1.067,0.094,0.423,0.672527759819991,0.798591540740223,1.674,0.743,2.656,0.00790951458103904,0.0431068544666628
"NLANBGKA_00381","hypothetical protein",3.16,0.0719759899613647,0.114761047988709,0.112012814265952,0.185688773137935,0.0788464201044494,0.896,-0.158,-0.148,0.882253466487571,NA,1.243,0.314,0.318,0.750701844017787,1,2.128,1.09,1.215,0.224397750307498,NA,1.53,0.613,0.494,0.621191039270614,0.797769868291198
"NLANBGKA_00382","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B",193.23,1.36124591014431,1.52010571481711,1.59478244311149,1.27057543019632,2.00220628052736,1.028,0.04,0.226,0.821318271777874,0.974993979129228,1.108,0.148,0.864,0.387597759059835,1,0.877,-0.19,-1.145,0.252235865571522,0.425086334021365,1.439,0.525,2.657,0.00787326031641378,0.0430630653865499
"NLANBGKA_00383","Glutamyl-tRNA(Gln) amidotransferase subunit A",178.66,1.42167329351966,1.55115547650313,1.27207995217604,1.15659753038948,1.6315392422433,1.023,0.033,0.204,0.83856972050989,0.984032505816289,0.871,-0.2,-1.254,0.209719668827147,1,0.773,-0.371,-2.435,0.014896212937729,0.051305160579217,1.135,0.182,0.951,0.341358786089519,0.573020139868718
"NLANBGKA_00384","Glutamyl-tRNA(Gln) amidotransferase subunit C",13.14,0.477200813443848,0.507243832110095,0.571265352756355,0.454566116641666,0.562963439545769,0.947,-0.079,-0.174,0.861526016047013,NA,1.076,0.106,0.245,0.806212503971375,1,0.909,-0.138,-0.343,0.731436485113209,0.84245809446075,0.898,-0.156,-0.246,0.805615576593409,0.900636901012119
"NLANBGKA_00385","hypothetical protein",0.24,0.0531996447540522,0,0,0,0,0.634,-0.658,-0.211,0.832843310175655,NA,0.276,-1.859,-0.59,0.554857737821134,1,0.294,-1.766,-0.57,0.56834299217944,NA,1.418,0.504,0.16,0.873257684482124,NA
"NLANBGKA_00386","Aryl-phospho-beta-D-glucosidase BglH",5.77,0.049829531511714,0.0529666375332505,0.0258491109844505,0.085702510679047,0.0363906554328228,1.207,0.271,0.371,0.710527093137521,NA,0.702,-0.51,-0.674,0.500179730271284,1,1.997,0.998,1.556,0.119621641750737,0.24707876221877,0.659,-0.603,-0.542,0.587996922525319,0.776743424442656
