Id,Description,baseMean,All_norm,minus.ST_norm,minus.5614_norm,minus.6086_norm,minus.10675_norm,minus.SICO_norm,FoldChange.minusSTvsAll,log2FoldChange.minusSTvsAll,stat.minusSTvsAll,pvalue.minusSTvsAll,padj.minusSTvsAll,FoldChange.minus5614vsAll,log2FoldChange.minus5614vsAll,stat.minus5614vsAll,pvalue.minus5614vsAll,padj.minus5614vsAll,FoldChange.minus6086vsAll,log2FoldChange.minus6086vsAll,stat.minus6086vsAll,pvalue.minus6086vsAll,padj.minus6086vsAll,FoldChange.minus10675vsAll,log2FoldChange.minus10675vsAll,stat.minus10675vsAll,pvalue.minus10675vsAll,padj.minus10675vsAll,FoldChange.minusSICOvsAll,log2FoldChange.minusSICOvsAll,stat.minusSICOvsAll,pvalue.minusSICOvsAll,padj.minusSICOvsAll
OG1503,ATP-dependent Clp protease ATP-binding subunit ClpE,19160.98,5970,3727.25,3206.5,7333,3974.25,4530.5,0.624,-0.68,-5.668,1.45E-08,2.93E-07,0.537,-0.897,-7.474,7.75E-14,1.54E-12,1.229,0.297,2.478,0.013227067,0.054897301,0.666,-0.587,-4.893,9.94E-07,5.22E-06,0.759,-0.398,-3.318,0.000905855,0.004277761
OG1504,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,1291.15,1071.805263,1084.6,885.7894737,1548.163158,1616.073684,1418.247368,1.014,0.021,0.189,0.849741409,0.903063668,0.828,-0.272,-2.486,0.01290089,0.035187303,1.45,0.536,4.917,8.78E-07,1.27E-05,1.512,0.597,5.534,3.14E-08,2.06E-07,1.326,0.407,3.758,0.000171609,0.00102427
OG1505,UDP-glucose 4-epimerase,3274.56,2076.954268,1707.515244,2079.804878,1888.814024,1807.286585,1640.810976,0.822,-0.282,-2.211,0.027010764,0.071875392,1.001,0.002,0.014,0.988958823,0.994018307,0.911,-0.135,-1.053,0.292152094,0.50988062,0.87,-0.201,-1.57,0.116318982,0.19604485,0.79,-0.34,-2.659,0.007834478,0.026542069
OG1506,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,1563.97,1126.137168,1417.393805,1409.946903,1107.933628,1462.075221,1241.150442,1.26,0.333,2.878,0.00400437,0.015227583,1.252,0.325,2.802,0.005079943,0.015944848,0.984,-0.024,-0.2,0.841479376,0.920315966,1.298,0.376,3.246,0.001171173,0.003415503,1.102,0.14,1.207,0.227593141,0.366531832
OG1507,Enolase,62484.45,23252.7806,27627.63048,25128.39492,27590.48961,23523.56351,34788.47806,1.188,0.249,1.275,0.202340621,0.333164298,1.081,0.112,0.574,0.566181009,0.709039615,1.186,0.247,1.264,0.206077179,0.409610195,1.012,0.017,0.086,0.931735116,0.960119884,1.496,0.581,2.979,0.002887736,0.011776108
OG1508,Ribosome hibernation promotion factor,1911.05,1802.275676,1813.394595,1624.372973,2004.437838,2004.437838,2341.037838,1.006,0.008,0.049,0.960790017,0.977566167,0.901,-0.15,-0.89,0.373235861,0.532024076,1.113,0.154,0.914,0.360858091,0.576180026,1.112,0.154,0.914,0.360748633,0.485403359,1.298,0.377,2.242,0.024930963,0.067210266
OG1509,ATP-dependent Clp protease ATP-binding subunit ClpC AND Negative regulator of genetic competence ClpC/MecB,4815.53,1067.6875,1170.583333,1177.916667,1000.3125,1077.3125,1127.5,1.096,0.132,1.667,0.095587338,0.191956348,1.103,0.142,1.78,0.075036821,0.152999054,0.939,-0.09,-1.123,0.261283021,0.476674973,1.009,0.013,0.166,0.868357663,0.915234145,1.056,0.079,0.992,0.321138185,0.469123833
OG151,hypothetical protein,3.43,8.904761905,14.84126984,11.87301587,11.87301587,8.904761905,2.968253968,1.784,0.835,0.978,0.328063382,NA,1.326,0.408,0.464,0.642914033,0.764625444,1.424,0.51,0.56,0.575355292,0.751833901,0.768,-0.382,-0.406,0.68464778,0.779042423,0.536,-0.9,-0.877,0.380546552,0.530028886
OG1510,hypothetical protein,105.31,133.7483444,116.410596,81.73509934,159.7549669,164.7086093,125.0794702,0.873,-0.196,-0.912,0.361888721,0.507411674,0.619,-0.692,-3.125,0.001776981,0.006448298,1.18,0.239,1.097,0.272594402,0.489336039,1.236,0.306,1.447,0.147849243,0.240151938,0.933,-0.101,-0.464,0.642752342,0.754778501
OG1511,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,625.65,355.7263844,394.7100977,409.3289902,333.1889251,358.1628664,434.3029316,1.109,0.15,1.319,0.187290268,0.316725992,1.15,0.201,1.769,0.076977199,0.156194279,0.934,-0.099,-0.841,0.400320742,0.608512724,1.009,0.013,0.11,0.9124921,0.948796299,1.222,0.289,2.53,0.011407574,0.036167454
OG1512,Ribosomal RNA large subunit methyltransferase H,119.4,134.0754717,157.5974843,125.8427673,134.0754717,185.8238994,105.8490566,1.167,0.223,1.169,0.242216446,0.378174452,0.942,-0.086,-0.443,0.657854747,0.77757752,1.012,0.017,0.086,0.93117371,0.966744056,1.375,0.459,2.421,0.015494965,0.034615326,0.781,-0.358,-1.79,0.073408665,0.16022006
OG1513,L-asparaginase,433.69,213.6315789,255.3157895,233.3157895,267.4736842,258.2105263,279.0526316,1.195,0.257,1.616,0.106031203,0.207240066,1.094,0.129,0.811,0.417384601,0.580371276,1.241,0.312,1.928,0.053823335,0.159488777,1.211,0.276,1.731,0.083426898,0.148334699,1.307,0.386,2.422,0.015437466,0.046268164
OG1514,Exodeoxyribonuclease,581.73,312.322807,394.9964912,341.1929825,344.4736842,394.3403509,502.6035088,1.266,0.34,1.461,0.143908358,0.26067278,1.094,0.13,0.558,0.57699269,0.715068526,1.106,0.146,0.621,0.534519011,0.716897417,1.267,0.342,1.465,0.142864578,0.234107269,1.612,0.689,2.959,0.003088121,0.012447687
OG1515,Isoprenyl transferase,1025.38,603.9180328,897.4467213,688.2213115,672.1270492,951.8606557,902.045082,1.488,0.573,6.297,3.04E-10,8.16E-09,1.139,0.188,2.047,0.040673237,0.093196507,1.113,0.154,1.634,0.102279068,0.253175093,1.575,0.656,7.198,6.09E-13,7.32E-12,1.495,0.58,6.326,2.51E-10,8.89E-09
OG1516,hypothetical protein,1827.82,1106.59176,1582.846442,1585.64794,1103.790262,1146.513109,1155.617978,1.43,0.516,5.248,1.54E-07,2.56E-06,1.431,0.518,5.261,1.43E-07,1.26E-06,0.995,-0.008,-0.078,0.93797924,0.96929238,1.034,0.048,0.487,0.625988909,0.729863111,1.044,0.062,0.625,0.532250308,0.665551491
OG1517,Regulatory protein Spx,768.65,1447.637931,1139.732759,1336.405172,1473.431034,904.3706897,1133.284483,0.789,-0.342,-1.952,0.050917666,0.119380552,0.923,-0.115,-0.657,0.510953671,0.664599079,1.028,0.039,0.223,0.823774029,0.909966509,0.625,-0.679,-3.862,0.000112568,0.000415331,0.783,-0.353,-2.011,0.044333506,0.106788364
OG1518,Proline--tRNA ligase,4818.3,1195.160714,1508.75,1402.5,1274.392857,1779.535714,1615.910714,1.262,0.336,3.669,0.000243237,0.00156544,1.173,0.23,2.512,0.011990726,0.033180686,1.066,0.092,0.993,0.320474931,0.537655295,1.488,0.574,6.273,3.54E-10,3.05E-09,1.352,0.435,4.747,2.07E-06,2.10E-05
OG1519,Galactokinase,1524.66,726.60199,458.6616915,376.3258706,844.7562189,1071.761194,777.3059701,0.632,-0.662,-5.978,2.26E-09,5.29E-08,0.519,-0.947,-8.487,2.11E-17,5.56E-16,1.165,0.221,1.993,0.046250694,0.142514099,1.478,0.564,5.154,2.55E-07,1.47E-06,1.071,0.098,0.894,0.371383273,0.520121494
OG152,hypothetical protein,1.69,3.431192661,3.431192661,6.862385321,0,1.71559633,1.71559633,1.094,0.129,0.112,0.91051103,NA,2.058,1.041,0.949,0.342747094,0.501242167,0.125,-3.001,-1.922,0.054651053,NA,0.451,-1.148,-0.869,0.384766691,0.508161257,0.706,-0.502,-0.401,0.688085072,0.790051575
OG1520,Foldase protein PrsA,2224.8,1148.714286,1567.642857,1248.892857,1307.178571,1407.964286,1424.357143,1.365,0.449,3.756,0.00017237,0.001139628,1.088,0.122,1.014,0.31045657,0.467921574,1.138,0.187,1.549,0.121391403,0.28462159,1.228,0.296,2.474,0.013351142,0.030528664,1.241,0.311,2.595,0.009445415,0.031191489
OG1521,DNA polymerase III PolC-type,4841.92,470.6580217,534.6079614,518.4794934,522.990953,629.9125452,600.0241255,1.136,0.184,2.735,0.006231043,0.021910254,1.102,0.14,2.077,0.037823748,0.087530179,1.112,0.154,2.261,0.023738104,0.085964417,1.339,0.421,6.267,3.67E-10,3.14E-09,1.275,0.351,5.207,1.92E-07,2.64E-06
OG1522,Trifunctional NAD biosynthesis/regulator protein NadR,2576.32,1306.039578,1004.076517,947.3350923,1546.82058,1278.902375,1543.366755,0.769,-0.379,-3.025,0.002484274,0.010216429,0.725,-0.463,-3.688,0.000225886,0.001057168,1.183,0.243,1.933,0.053286199,0.158139689,0.98,-0.028,-0.227,0.82049398,0.883325576,1.182,0.241,1.927,0.053989341,0.125147592
OG1523,hypothetical protein,5819.22,2455.788372,2552.767442,3082.890698,2306.188372,1954.802326,2831.527907,1.04,0.056,0.607,0.543528986,0.673388343,1.255,0.328,3.558,0.000373989,0.001650599,0.938,-0.093,-1.003,0.315836433,0.533388102,0.796,-0.329,-3.563,0.000366681,0.00120464,1.153,0.205,2.227,0.025939182,0.069570216
OG1524,Cystathionine beta-lyase,5517.8,2783.839474,2470.368421,3465.405263,3027.923684,2216.934211,2327.165789,0.887,-0.173,-1.653,0.098300755,0.195917679,1.244,0.315,3.025,0.002487014,0.008606837,1.088,0.122,1.166,0.243787651,0.456002098,0.796,-0.329,-3.148,0.001642123,0.004649261,0.836,-0.259,-2.475,0.013314045,0.04094514
OG1525,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,1703.37,1102.166667,1098.625,1194.958333,1132.625,1309.708333,1401.083333,0.995,-0.008,-0.077,0.938527051,0.96344755,1.083,0.115,1.174,0.240463548,0.389658979,1.025,0.036,0.361,0.718395419,0.847079615,1.188,0.249,2.539,0.011113608,0.026010436,1.27,0.345,3.52,0.000431924,0.002276032
OG1526,Regulatory protein Spx,359.07,296.0833333,627.5833333,529.8333333,331.5,661.5833333,603.5,2.116,1.081,6.056,1.40E-09,3.38E-08,1.787,0.837,4.667,3.06E-06,2.11E-05,1.123,0.167,0.896,0.370254658,0.583557449,2.223,1.152,6.451,1.11E-10,1.05E-09,2.033,1.023,5.7,1.20E-08,2.37E-07
OG1527,hypothetical protein,318.67,370.8125,345.3125,275.1875,380.375,334.6875,326.1875,0.926,-0.11,-0.932,0.351374415,0.496516745,0.742,-0.431,-3.569,0.000358899,0.001590714,1.022,0.031,0.254,0.799499676,0.895821584,0.896,-0.158,-1.324,0.185486053,0.290075427,0.876,-0.192,-1.586,0.112670403,0.21915991
OG1528,ATP-dependent Clp protease proteolytic subunit,4748.93,5017.98995,4026.60804,3397.949749,5641.01005,4191.994975,4499.276382,0.802,-0.318,-2.433,0.014983301,0.044754638,0.677,-0.562,-4.299,1.72E-05,0.000102696,1.126,0.171,1.304,0.192081138,0.392491549,0.836,-0.259,-1.979,0.047849136,0.092193255,0.897,-0.157,-1.201,0.229748873,0.368064805
OG1529,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,1944.24,1072.652778,1093.430556,1184.333333,1152.517361,1451.197917,1620.017361,1.02,0.029,0.273,0.784875654,0.858908912,1.105,0.144,1.378,0.16810676,0.293923395,1.079,0.11,1.04,0.298330543,0.516233417,1.355,0.439,4.204,2.63E-05,0.000108965,1.512,0.596,5.708,1.14E-08,2.27E-07
OG153,hypothetical protein,0.06,0,0,0,0,0,0,0.371,-1.43,-0.271,0.78610254,NA,0.392,-1.351,-0.256,0.797609319,NA,0.591,-0.758,-0.144,0.885601255,NA,0.396,-1.335,-0.253,0.799989033,NA,0.458,-1.127,-0.214,0.830652975,NA
OG1530,Biotin carboxylase,4207.13,1645.189011,1553.127473,1694.507692,1698.617582,1904.112088,1879.041758,0.944,-0.083,-1.15,0.250044575,0.386914504,1.03,0.042,0.58,0.562201461,0.706169592,1.035,0.049,0.672,0.501535865,0.694677076,1.158,0.211,2.923,0.003469455,0.009185044,1.142,0.192,2.646,0.008155828,0.027452924
OG1531,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,1743.39,2097.256944,2108.944444,2210.236111,2160.888889,2467.361111,2538.784722,1.006,0.009,0.077,0.93878688,0.96344755,1.054,0.075,0.656,0.512091015,0.665400251,1.034,0.049,0.42,0.674232247,0.819741327,1.176,0.234,2.039,0.041428325,0.081793356,1.211,0.277,2.403,0.016278934,0.04827148
OG1532,3-oxoacyl-[acyl-carrier-protein] synthase 2,5814.81,2269.934307,2479.683698,2495.153285,2483.323601,2822.289538,3322.776156,1.092,0.127,1.297,0.194724264,0.324823881,1.099,0.137,1.39,0.164486318,0.289042736,1.093,0.129,1.307,0.191214327,0.391341186,1.244,0.315,3.207,0.001340621,0.003876391,1.464,0.55,5.602,2.12E-08,3.86E-07
OG1533,Ribosomal large subunit pseudouridine synthase D,1529.42,1027.568106,911.3920266,959.8504983,1057.388704,882.8139535,862.3122924,0.886,-0.174,-1.586,0.112655067,0.21625244,0.934,-0.099,-0.903,0.366263872,0.525170678,1.027,0.038,0.343,0.73181328,0.85595619,0.86,-0.218,-1.986,0.046994526,0.090792222,0.839,-0.253,-2.296,0.021650627,0.060673961
OG1534,3-oxoacyl-[acyl-carrier-protein] reductase FabG,2559.3,1696.082305,1672.226337,1372.102881,2218.604938,2713.423868,2144.728395,0.987,-0.019,-0.179,0.858091574,0.908035685,0.81,-0.304,-2.79,0.005263433,0.016385569,1.309,0.388,3.555,0.000378615,0.002914277,1.603,0.681,6.281,3.37E-10,2.90E-09,1.266,0.34,3.13,0.001749601,0.007551926
OG1535,hypothetical protein,302.19,213.7142857,254.2165899,170.6267281,246.4608295,423.1198157,254.2165899,1.187,0.247,1.991,0.046525296,0.111466179,0.797,-0.328,-2.557,0.010566603,0.029791555,1.14,0.189,1.463,0.143547505,0.319914285,1.976,0.983,8.108,5.14E-16,8.51E-15,1.189,0.249,1.982,0.047506566,0.113257819
OG1536,DegV domain-containing protein,4753.47,3357.928058,2830.561151,2653.651079,3553,3464.881295,3324.294964,0.843,-0.246,-2.51,0.012072514,0.037257901,0.79,-0.339,-3.456,0.000548132,0.002284246,1.061,0.085,0.866,0.386350525,0.596666039,1.032,0.046,0.468,0.63956399,0.740557338,0.99,-0.014,-0.144,0.885870379,0.929362989
OG1537,Acyl carrier protein,3333.07,8017.945205,7211.027397,7331.424658,10315.73973,9647.150685,8704.465753,0.9,-0.152,-0.922,0.356567314,0.502174902,0.915,-0.128,-0.776,0.437662737,0.599404547,1.288,0.365,2.209,0.02718241,0.095265827,1.204,0.267,1.619,0.105530961,0.180701272,1.086,0.119,0.72,0.471521672,0.61220954
OG1538,HTH-type transcriptional regulator Hpr,1108.27,1289.787671,1538.267123,1975.027397,1201.410959,1027.219178,1485.753425,1.193,0.254,1.729,0.083823092,0.174339861,1.531,0.614,4.186,2.84E-05,0.000161831,0.933,-0.1,-0.67,0.502777316,0.695571626,0.793,-0.334,-2.257,0.024038589,0.051097668,1.152,0.204,1.38,0.167698527,0.291746627
OG1539,Mannose-6-phosphate isomerase ManA,2545.24,1586.828571,1592.765079,1858.720635,1438.415873,1221.139683,1368.365079,1.004,0.005,0.07,0.944107035,0.966854113,1.171,0.228,2.982,0.002866831,0.009743966,0.906,-0.142,-1.821,0.068567792,0.191003622,0.768,-0.38,-4.928,8.30E-07,4.41E-06,0.862,-0.214,-2.769,0.005623568,0.020406774
OG154,IS3 family transposase ISLla3,8.35,15.04597701,21.49425287,12.89655172,21.49425287,21.49425287,12.89655172,1.479,0.564,0.837,0.402803355,0.548990702,0.992,-0.011,-0.016,0.987602795,0.993630634,1.543,0.626,0.896,0.370311301,0.583557449,1.566,0.647,0.959,0.337785652,0.461357489,1.034,0.048,0.068,0.945509248,0.964594454
OG1540,DNA-binding protein HU,7536.98,12929.71429,15449.07692,15642.24176,16556.69231,15642.24176,16706.7033,1.195,0.257,2.411,0.015892563,0.0470617,1.21,0.275,2.577,0.009953526,0.028291817,1.281,0.358,3.342,0.000832991,0.005666684,1.21,0.275,2.577,0.009967194,0.023667006,1.292,0.37,3.463,0.000534266,0.002729387
OG1541,Ribosome-binding factor A,931.15,1384.428571,1756.857143,1756.857143,1208.428571,1340.428571,1331,1.27,0.345,2.715,0.006631925,0.022930565,1.268,0.342,2.694,0.007066883,0.021226014,0.88,-0.185,-1.424,0.154484118,0.336296695,0.966,-0.05,-0.388,0.698058518,0.790331735,0.961,-0.057,-0.445,0.656320625,0.765435353
OG1542,putative ribosomal protein YlxQ,900.08,1425.643564,1820.009901,1571.910891,1905.178218,1770.019802,1507.108911,1.278,0.354,1.935,0.053046346,0.123308545,1.104,0.142,0.777,0.437335374,0.599152327,1.324,0.405,2.201,0.027714145,0.09664933,1.243,0.313,1.712,0.086914431,0.153597805,1.057,0.081,0.439,0.660615853,0.768850272
OG1543,hypothetical protein,735.27,1173.944444,1340.166667,1149.703704,1153.166667,1586.037037,1238.009259,1.145,0.195,1.854,0.063735771,0.141919417,0.98,-0.029,-0.274,0.784120708,0.865634819,0.992,-0.012,-0.111,0.911982374,0.956443932,1.353,0.436,4.162,3.16E-05,0.000129253,1.056,0.079,0.746,0.455946325,0.599710601
OG1544,Lipoprotein signal peptidase,684.28,840.2533333,673.2,640.7866667,1168.126667,1018.526667,776.6733333,0.804,-0.315,-2.352,0.018660582,0.05355182,0.764,-0.389,-2.897,0.003764945,0.012413341,1.389,0.474,3.536,0.000406021,0.003112826,1.214,0.28,2.109,0.034928555,0.070531807,0.925,-0.113,-0.841,0.400161491,0.548403432
OG1545,Transcription termination/antitermination protein NusA,2354.49,973.6727749,1296.76178,1115.146597,1006.471204,1315.853403,1208.157068,1.333,0.415,4.265,2.00E-05,0.00019674,1.146,0.196,2.013,0.044118323,0.099617412,1.036,0.051,0.514,0.607143494,0.775281713,1.352,0.435,4.467,7.94E-06,3.56E-05,1.242,0.312,3.199,0.001377819,0.006182326
OG1546,Ribosome maturation factor RimP,1559.32,1554.363057,2357.152866,2301.171975,1496,1625.828025,1806.872611,1.519,0.603,4.406,1.05E-05,0.00010915,1.482,0.568,4.146,3.39E-05,0.000190512,0.967,-0.048,-0.345,0.72991308,0.855066128,1.046,0.065,0.47,0.63834999,0.739571728,1.163,0.218,1.589,0.112081225,0.218216773
OG1547,Antiholin-like protein LrgA,169.76,196.7686567,231.6567164,281.8955224,235.8432836,231.6567164,242.8208955,1.187,0.247,1.496,0.134692752,0.247500632,1.44,0.526,3.214,0.001307669,0.004937983,1.177,0.235,1.373,0.169613856,0.360015399,1.183,0.243,1.463,0.14333757,0.234693684,1.248,0.319,1.916,0.055368108,0.127636454
OG1548,ABC-type transporter ATP-binding protein EcsA,521.01,297.3007813,349.8945313,319.2148438,394.453125,472.6132813,449.96875,1.183,0.242,1.877,0.060535861,0.136294885,1.075,0.105,0.808,0.418914608,0.582305223,1.331,0.412,3.139,0.001696768,0.010308664,1.597,0.675,5.273,1.34E-07,8.04E-07,1.515,0.599,4.651,3.30E-06,3.11E-05
OG1549,Inner membrane protein YohK,374.54,216.8232759,311.9353448,303.0689655,215.2112069,369.1637931,395.762931,1.44,0.526,2.405,0.016168289,0.047591249,1.401,0.487,2.223,0.026212279,0.064703347,0.996,-0.006,-0.027,0.978717348,0.986901783,1.708,0.772,3.536,0.000405732,0.001318063,1.83,0.872,3.988,6.65E-05,0.000450209
OG155,hypothetical protein,99.41,83.48214286,92.66517857,101.8482143,69.29017857,74.29910714,77.63839286,1.108,0.148,0.772,0.44035505,0.582733126,1.223,0.29,1.516,0.129471531,0.239588184,0.857,-0.222,-1.083,0.278746619,0.495839209,0.904,-0.146,-0.747,0.455169565,0.57864868,0.939,-0.09,-0.456,0.648256342,0.75974917
OG1550,50S ribosomal protein L1,9445.17,5458.930131,8759.60262,7037.406114,5836.196507,8583.218341,10601.83843,1.605,0.682,4.004,6.23E-05,0.000490227,1.289,0.366,2.15,0.031582084,0.075451462,1.07,0.097,0.568,0.569732357,0.746505875,1.573,0.653,3.832,0.000127001,0.000461893,1.942,0.958,5.62,1.91E-08,3.56E-07
OG1551,50S ribosomal protein L11,4858.78,4171.028369,7832.780142,5954.822695,4423.014184,7648.432624,8633.829787,1.878,0.909,3.961,7.48E-05,0.000569864,1.428,0.514,2.237,0.025283458,0.06263232,1.061,0.085,0.369,0.711860692,0.843283967,1.834,0.875,3.812,0.000137644,0.000498379,2.07,1.05,4.573,4.81E-06,4.31E-05
OG1552,Alanine--tRNA ligase,6471.44,1313.932339,1524.736239,1287.983945,1420.513761,1370.975917,1408.933486,1.161,0.215,3.043,0.002344849,0.009724477,0.98,-0.029,-0.406,0.685065375,0.79734235,1.082,0.114,1.599,0.109877354,0.266639856,1.044,0.062,0.872,0.382970385,0.506369365,1.073,0.101,1.427,0.15358227,0.274024827
OG1553,hypothetical protein,6.8,5.420289855,18.97101449,13.55072464,10.84057971,29.8115942,29.8115942,3.785,1.92,2.203,0.027578055,0.073021573,2.35,1.233,1.365,0.172136276,0.299467019,1.976,0.982,1.029,0.303538928,0.523183109,6.042,2.595,3.029,0.002451856,0.006690908,6.094,2.607,3.028,0.002461842,0.010249103
OG1554,hypothetical protein,1950.94,905.4234694,766.127551,1051.875,1057.122449,953.6045918,850.0867347,0.846,-0.241,-1.859,0.063093621,0.140945985,1.161,0.216,1.671,0.094719027,0.186058408,1.169,0.225,1.732,0.083298851,0.218214752,1.053,0.075,0.578,0.563036928,0.673958178,0.939,-0.092,-0.706,0.48033144,0.620854725
OG1555,Aminopeptidase C,15637.87,6083.26652,5475.310573,5343.092511,6816.85022,7736.610132,7192.085903,0.9,-0.152,-1.663,0.09630992,0.192766182,0.878,-0.187,-2.05,0.040320903,0.092541228,1.12,0.164,1.796,0.07250329,0.199148987,1.272,0.347,3.804,0.000142185,0.000512997,1.182,0.242,2.65,0.008054233,0.027198477
OG1556,Response regulator MprA AND Transcriptional regulatory protein TcrA,386.61,305.1052632,261.6359649,229.6491228,417.4692982,404.3464912,283.7807018,0.859,-0.219,-1.503,0.132744286,0.244705017,0.754,-0.407,-2.774,0.005539386,0.017086415,1.361,0.444,3.041,0.00235681,0.013632805,1.329,0.41,2.856,0.004289321,0.011124402,0.931,-0.103,-0.703,0.481745481,0.621722114
OG1557,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],13409.56,4183.545455,4543.018182,4967.709091,3498.6,3976.145455,3699.2,1.086,0.119,1.103,0.26988958,0.409660211,1.187,0.248,2.299,0.021508528,0.054561735,0.836,-0.258,-2.389,0.016905595,0.066656346,0.95,-0.074,-0.682,0.495126235,0.614873488,0.884,-0.177,-1.645,0.100029802,0.199392422
OG1558,Regulatory protein Spx,557.87,621.4586466,826.7368421,631.3007519,760.6541353,895.6315789,970.1503759,1.332,0.413,3.074,0.002109793,0.008867322,1.019,0.026,0.195,0.845303767,0.908256539,1.219,0.286,2.078,0.037714505,0.123081798,1.445,0.531,3.952,7.76E-05,0.00029445,1.563,0.644,4.787,1.70E-06,1.78E-05
OG1559,Conserved virulence factor B,464.1,263.1122807,265.7368421,236.8666667,326.1017544,384.4982456,351.0350877,1.007,0.011,0.107,0.914978531,0.946643452,0.897,-0.157,-1.568,0.116789588,0.220210742,1.236,0.306,3.033,0.002421358,0.013964371,1.46,0.545,5.636,1.74E-08,1.18E-07,1.332,0.413,4.212,2.53E-05,0.00019276
OG156,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase AND putative glycosyltransferase EpsJ,9.65,5.548961424,2.21958457,0.554896142,6.658753709,11.09792285,5.548961424,0.375,-1.415,-2.2,0.027831842,0.073547943,0.08,-3.651,-3.71,0.000207224,0.000977736,1.146,0.197,0.334,0.738357518,0.859913028,1.829,0.871,1.578,0.114505372,0.193628536,0.944,-0.083,-0.142,0.887139458,0.930273557
OG1560,SsrA-binding protein,401,488.6129032,492.2322581,466.8967742,528.4258065,406.5741935,518.7741935,1.006,0.009,0.059,0.952847302,0.972362429,0.955,-0.067,-0.46,0.645769059,0.766930951,1.078,0.109,0.739,0.460007881,0.665725967,0.831,-0.267,-1.828,0.067595118,0.124025786,1.061,0.086,0.59,0.555499324,0.684637678
OG1561,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,2310.2,829.8946136,917.9203747,672.6744731,1068.571429,1412.791569,1168.859485,1.107,0.147,1.26,0.207785374,0.339205184,0.811,-0.302,-2.583,0.00978174,0.027879293,1.287,0.364,3.111,0.00186648,0.011129748,1.705,0.77,6.629,3.38E-11,3.35E-10,1.409,0.495,4.252,2.12E-05,0.000163769
OG1562,Orotate phosphoribosyltransferase,2212.54,1140.789474,2944.578947,2252.947368,1878.052632,1455.736842,2206.421053,2.58,1.368,8.653,5.00E-18,3.25E-16,1.974,0.981,6.197,5.74E-10,7.19E-09,1.64,0.713,4.484,7.31E-06,8.69E-05,1.276,0.352,2.219,0.026478384,0.055502505,1.933,0.951,6.001,1.96E-09,5.00E-08
OG1563,Trigger factor,22192.57,8551.199063,11428.45902,11492.39813,8884.470726,8336.17096,9621.960187,1.337,0.419,4.79,1.67E-06,2.19E-05,1.344,0.427,4.881,1.05E-06,7.90E-06,1.04,0.056,0.639,0.522670866,0.707142936,0.975,-0.037,-0.419,0.674954377,0.769946557,1.125,0.17,1.947,0.051551964,0.120633901
OG1564,Ribosome-recycling factor,1085.72,786.4108108,1090.664865,1009.8,955.2162162,1231.167568,1510.151351,1.387,0.472,2.444,0.014508943,0.043488881,1.285,0.362,1.872,0.061248735,0.130149674,1.212,0.277,1.425,0.154262117,0.336002717,1.567,0.648,3.355,0.000792801,0.002412128,1.921,0.942,4.877,1.08E-06,1.19E-05
OG1565,Uridylate kinase,2083.32,1394.642857,1553.357143,1388.357143,1936.785714,1991.785714,1555.714286,1.113,0.155,1.205,0.228324255,0.362576808,0.995,-0.008,-0.06,0.951844471,0.970398945,1.383,0.467,3.63,0.000283926,0.002271409,1.428,0.514,4.009,6.09E-05,0.000234847,1.115,0.157,1.222,0.221848203,0.360191262
OG1566,hypothetical protein,595.4,666.5139665,541.150838,542.1955307,712.4804469,612.1899441,658.1564246,0.813,-0.298,-2.912,0.003595278,0.013982541,0.816,-0.293,-2.857,0.004278298,0.013769536,1.075,0.105,1.008,0.313255909,0.531403918,0.92,-0.12,-1.171,0.241634186,0.353985834,0.988,-0.017,-0.168,0.866285174,0.916728145
OG1567,Acetate kinase,2096.42,748,1033.944304,869.6683544,917.0101266,1208.635443,1177.389873,1.383,0.468,3.91,9.24E-05,0.000675889,1.163,0.218,1.82,0.068815754,0.142678452,1.221,0.288,2.384,0.017105251,0.067306203,1.617,0.693,5.792,6.94E-09,4.93E-08,1.574,0.655,5.465,4.63E-08,7.79E-07
OG1568,GTP-binding protein TypA/BipA,9324.86,2300.435563,2732.701468,2471.267537,2686.637847,3334.884176,3541.712887,1.188,0.249,2.211,0.027069005,0.071955153,1.074,0.103,0.919,0.357981159,0.516174391,1.168,0.224,1.992,0.046384151,0.142645689,1.45,0.536,4.768,1.86E-06,9.31E-06,1.54,0.623,5.539,3.05E-08,5.36E-07
OG1569,Adenylosuccinate synthetase,4954.35,1398.586047,2820.22093,2170.939535,1408.588372,2650.181395,2478.402326,2.016,1.012,10.02,1.25E-23,1.39E-21,1.552,0.634,6.271,3.58E-10,4.62E-09,1.006,0.009,0.083,0.933622612,0.966956585,1.894,0.921,9.119,7.60E-20,1.74E-18,1.772,0.826,8.162,3.30E-16,5.75E-14
