"Id","Description","baseMean","All_TMP","minus.ST_TMP","minus.5614_TMP","minus.6086_TMP","minus.10675_TMP","minus.SICO_TMP","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minusSTvsAll","log2FoldChange.minusSTvsAll","stat.minusSTvsAll","pvalue.minusSTvsAll","padj.minusSTvsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"OG1358","L-cystine import ATP-binding protein TcyN",1793.36,1.97703424547208,2.11537243534524,1.73519948556439,1.94167318941548,2.34420249420652,2.32709059039192,0.899,-0.154,-1.973,0.048521128352911,0.102033468897268,1.094,0.129,1.666,0.0957643285495741,0.171858876242299,1.002,0.003,0.037,0.97031502370212,0.995639918017144,1.105,0.144,1.847,0.0648045192350282,0.102422351693384,1.226,0.294,3.787,0.000152547669872043,0.000648714159163942
"OG1359","hypothetical protein",1686.16,7.07382775635733,7.03230686078787,6.91433520500494,6.50654914474327,5.52383885602918,5.82051407850781,1.001,0.001,0.004,0.996952576339095,0.999285239668033,1.016,0.023,0.122,0.903026215661452,0.931409173639231,0.934,-0.098,-0.513,0.607876909020356,0.806406920796153,0.726,-0.462,-2.417,0.0156323486184151,0.0291990001484872,0.856,-0.224,-1.171,0.241727773652026,0.343710984884921
"OG136","hypothetical protein",6.28,0.0183854944804677,0.00642576596026641,0.00641469067209501,0.00517423529788967,0.00987377097540532,0.00378407582989273,0.385,-1.378,-1.464,0.143268080308177,0.241426075870671,0.336,-1.573,-1.666,0.0957682261303041,0.171858876242299,0.268,-1.897,-1.875,0.0607338756209609,0.210961400833811,0.495,-1.014,-1.095,0.273543663267606,0.352749687791836,0.216,-2.212,-2.212,0.0269814133992314,0.0574160793666238
"OG1360","Thioredoxin reductase",5973.62,6.52259527073962,5.41111247968855,5.19650342501219,6.49812135700986,5.06053660845217,4.89278547613033,0.816,-0.294,-2.836,0.00457068598106487,0.0149332081374091,0.848,-0.238,-2.298,0.0215889180160614,0.0510842139772838,1.013,0.018,0.175,0.861288534782153,0.944923350953882,0.722,-0.47,-4.528,5.96463513948118e-06,2.24709970360514e-05,0.781,-0.356,-3.433,0.000597472037107926,0.00209872571908052
"OG1361","hypothetical protein",153.05,0.335933385369491,0.366764506242355,0.332644644317191,0.387171323116894,0.331365530991246,0.331439355693833,1.016,0.023,0.133,0.894366023807078,0.929395359739522,1.12,0.164,0.939,0.347757085576602,0.469602463717065,1.142,0.191,1.058,0.290084104561568,0.543145463045458,0.913,-0.131,-0.741,0.458496607650164,0.540401956275761,1.02,0.028,0.159,0.873923978184305,0.919648270713779
"OG1362","GMP reductase",5825.47,3.35217938877481,7.76692292531199,5.97738424611846,4.32898700315583,3.42143956807368,5.6150279492994,1.824,0.867,10.531,6.20512854365736e-26,4.55164429055337e-24,2.367,1.243,15.121,1.17021121477275e-51,2.08464769260232e-49,1.309,0.389,4.681,2.8597885333302e-06,0.000186998080590123,0.95,-0.075,-0.9,0.368161915396162,0.451423705505422,1.743,0.802,9.724,2.38886794198692e-22,1.48945916182885e-19
"OG1363","tRNA modification GTPase MnmE",1323.06,0.745663126143541,1.02184366233288,0.806968086549552,0.648405600472688,0.937242521649086,0.881004930833884,1.107,0.147,1.913,0.0557367070555795,0.11356809427828,1.4,0.486,6.398,1.57828470099156e-10,2.49129243308415e-09,0.884,-0.177,-2.222,0.0262772777966904,0.131071061649892,1.17,0.227,2.962,0.00305275958101975,0.00687146425547225,1.23,0.299,3.898,9.71786619137266e-05,0.000440661059659698
"OG1364","Serine--tRNA ligase",4669.3,3.69406247965337,2.71462939139287,2.91706769309485,3.42038053795445,3.19098536288234,3.1935512649621,0.809,-0.307,-3.246,0.00116916182877063,0.00473358701453562,0.751,-0.413,-4.372,1.22981500606525e-05,8.96830007347e-05,0.943,-0.085,-0.892,0.372498441390187,0.620996733173213,0.804,-0.314,-3.324,0.000888053778083883,0.00231674280600545,0.9,-0.151,-1.602,0.109134916641067,0.180972395015174
"OG1365","ATP-dependent DNA helicase RecG",2354.22,1.23020135703106,0.791073538811116,0.926791811437337,1.1984492321049,1.02505500094089,0.958081409405409,0.771,-0.375,-3.616,0.000299084359151737,0.00145686795258678,0.657,-0.606,-5.842,5.16538251816709e-09,6.51015442260041e-08,0.994,-0.008,-0.08,0.936073000362382,0.978443446313404,0.776,-0.366,-3.532,0.000412931459642833,0.00114174175205014,0.811,-0.302,-2.917,0.00352945131520369,0.00980228461037639
"OG1366","hypothetical protein",411.3,1.46114868203638,1.92284029719981,1.95537467383862,1.07450132836952,0.784697276582335,0.945221546857689,1.367,0.451,2.915,0.0035605944346979,0.0120653838588812,1.344,0.426,2.76,0.00578713205629911,0.0175585247547567,0.752,-0.412,-2.557,0.010568495577118,0.0713249007994858,0.5,-1,-6.247,4.19514909568083e-10,3.35343007840641e-09,0.672,-0.574,-3.612,0.000303800978022166,0.00117652117886224
"OG1367","hypothetical protein",140.38,0.388531250294032,0.368766417148773,0.475597581959457,0.357345625260505,0.173462135488428,0.186589524053017,1.249,0.321,1.485,0.137420858519911,0.233465681981375,0.963,-0.054,-0.25,0.802339692990453,0.865499651521708,0.943,-0.084,-0.377,0.706313475676226,0.860970580809632,0.409,-1.291,-5.635,1.75264900409898e-08,1.03092137175067e-07,0.496,-1.011,-4.434,9.23035108468614e-06,5.75512390130181e-05
"OG1368","2-hydroxymuconate tautomerase",41.45,0.143126217305872,0.171189447116796,0.209734023235019,0.148812424766018,0.187891485254093,0.126014908800948,1.532,0.615,2.091,0.0365259418698319,0.0819205926469071,1.244,0.315,1.061,0.288856701195091,0.406092791871791,1.119,0.163,0.519,0.604037742066244,0.806406920796153,1.235,0.304,1.02,0.307633546995313,0.389761060365362,0.919,-0.121,-0.391,0.695672211000667,0.776636747643537
"OG1369","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",1139.92,1.41847444104113,1.2836176843433,1.45692342851833,1.44794591014646,1.4817251189548,1.46137950711403,1.052,0.073,0.905,0.365385833948508,0.492579605333827,0.925,-0.113,-1.391,0.164085357017863,0.259930152854198,1.035,0.049,0.594,0.552548089373796,0.769950067004587,0.973,-0.04,-0.489,0.625093413735856,0.691651718658928,1.072,0.101,1.236,0.21656391318167,0.312202543049182
"OG1370","Cyclopropane-fatty-acyl-phospholipid synthase",13952.47,12.7378728207835,10.2218171450394,12.3160283534013,11.2139917827342,7.40297614937129,6.85174445048583,0.99,-0.015,-0.16,0.873190435106712,0.913480262229924,0.82,-0.286,-3.052,0.00227172267443707,0.00786899493061951,0.894,-0.161,-1.717,0.0859927303631725,0.2640279189984,0.541,-0.886,-9.432,4.02980577857207e-21,1.32241258049457e-19,0.56,-0.836,-8.898,5.67288535106219e-19,1.41481760655491e-16
"OG1371","S-adenosylmethionine synthase",19040.03,16.7233977256885,12.4697802247219,14.9510201878367,13.546533808121,11.655072791211,13.1806790209634,0.915,-0.128,-1.438,0.150437257283412,0.248141878085204,0.762,-0.392,-4.407,1.04637763767541e-05,7.86043924205566e-05,0.823,-0.281,-3.156,0.00159928331972031,0.0186383766326282,0.649,-0.624,-7.005,2.47011262159066e-12,2.87872003656407e-11,0.821,-0.285,-3.203,0.0013604249123375,0.00433874645955207
"OG1372","Heat-inducible transcription repressor HrcA",8815.52,9.4286515274819,7.09637889538193,6.0129461746192,9.52372432970937,6.20313868971733,5.72543032196125,0.653,-0.615,-6.636,3.22218250402908e-11,7.44085478245234e-10,0.769,-0.379,-4.093,4.26337107592338e-05,0.000255597294792137,1.026,0.037,0.402,0.687568408809813,0.851957224683927,0.613,-0.707,-7.626,2.41530153222175e-14,3.7183716181241e-13,0.632,-0.661,-7.133,9.81484548945758e-13,4.89564493014144e-11
"OG1373","Protein GrpE",9438.59,20.8769710900403,14.6404579842442,18.3977270464366,17.3075063282596,9.63921966408613,10.1879864459851,0.902,-0.149,-1.108,0.26795053373813,0.391168673044293,0.717,-0.481,-3.582,0.00034145911499813,0.00154836187782788,0.842,-0.247,-1.841,0.0656230252813141,0.22397914671602,0.43,-1.218,-9.062,1.27571463546394e-19,3.61549125096257e-18,0.508,-0.977,-7.268,3.64751459668985e-13,2.14479906740412e-11
"OG1374","Chaperone protein DnaK",47148.04,27.7973553620876,19.8232995547463,23.4353104278344,27.3245185981733,18.4382343732466,17.5853172986786,0.863,-0.213,-1.742,0.0815677988364589,0.1545821354849,0.729,-0.457,-3.741,0.000183282515837257,0.00089581692352067,0.998,-0.003,-0.022,0.982563655931544,0.996274379436058,0.618,-0.695,-5.696,1.22548616425422e-08,7.38251810060394e-08,0.659,-0.602,-4.935,8.01774799161196e-07,7.09087357839724e-06
"OG1375","hypothetical protein",37.7,0.0912145654735041,0.056803771088755,0.0534655303675302,0.0800454200583531,0.0587831932437804,0.0318583146059541,0.612,-0.707,-2.084,0.037141958222196,0.0830036234822193,0.643,-0.638,-1.899,0.0575332801691242,0.112664033399499,0.877,-0.19,-0.556,0.578340909520491,0.790778371554436,0.598,-0.742,-2.189,0.0285859314448921,0.0500655288086804,0.366,-1.449,-4.012,6.01735957487584e-05,0.000289716115439003
"OG1376","Coenzyme A biosynthesis bifunctional protein CoaBC",209.53,0.306533115840479,0.339865259604068,0.283529327706599,0.305149073256162,0.425562698789881,0.383686864811877,0.948,-0.077,-0.379,0.704522400093765,0.788635038525068,1.131,0.177,0.885,0.376220474241181,0.493583879057592,1.038,0.054,0.263,0.79244553047219,0.9099259452107,1.301,0.379,1.898,0.0577270600511,0.0923380557589551,1.301,0.38,1.895,0.0581286492927075,0.110497600103668
"OG1377","Ribonuclease Y",15628.46,8.93312447071791,8.43231121670643,9.64587063092225,7.71812713180354,8.76539834540346,7.52232704783665,1.105,0.144,1.213,0.22499469334723,0.342347901501009,0.965,-0.052,-0.437,0.662081609834682,0.756058395113415,0.878,-0.188,-1.579,0.114233911353905,0.319559118299845,0.913,-0.131,-1.097,0.272832561842573,0.352196899190153,0.877,-0.19,-1.595,0.110754774030143,0.182928745980912
"OG1378","4-hydroxy-2-oxovalerate aldolase AND N5-carboxyaminoimidazole ribonucleotide synthase",9351.53,2.38742656756848,2.51795080287885,2.77220363774342,2.18166261416739,2.05735692992544,2.29922044923314,1.188,0.249,2.836,0.00457456736847656,0.0149332081374091,1.077,0.108,1.226,0.220332138132692,0.327382131922222,0.927,-0.11,-1.249,0.21157246183451,0.450223310422583,0.802,-0.318,-3.615,0.000300736273624009,0.000850381254442493,1.003,0.004,0.041,0.966928663314763,0.980292718010983
"OG1379","putative peptidoglycan glycosyltransferase FtsW",3925.37,2.72468963380323,2.61500217619304,2.82314202016428,2.64844157693071,2.8189213123722,2.56924032999267,1.061,0.085,0.954,0.3399857283048,0.469099840648195,0.981,-0.028,-0.314,0.753323892500282,0.826204831968207,0.986,-0.02,-0.228,0.819614804299563,0.924940869648466,0.963,-0.055,-0.612,0.540854362776775,0.614808924687912,0.982,-0.027,-0.302,0.762761639682382,0.833240909998113
"OG1380","Guanylate kinase",1444.93,1.71022254023049,2.05047759052091,2.01513283155373,1.92722596725861,2.13952575852917,2.36062340909484,1.206,0.271,2.163,0.0305088360382265,0.0708464032396061,1.226,0.294,2.356,0.0184925275643358,0.0452160428876996,1.144,0.195,1.541,0.123390608702609,0.33669166094563,1.164,0.219,1.754,0.0793472777190827,0.122005000389268,1.437,0.523,4.189,2.79767415437706e-05,0.000149729599592626
"OG1381","50S ribosomal protein L33 1",0.69,0.0120928401195933,0,0,0.0119115208420168,0.00649435531418028,0,0.21,-2.255,-1.088,0.276589321954781,0.400123995913703,0.098,-3.347,-1.615,0.106346519703454,0.187572998684875,1.112,0.153,0.082,0.934490438288389,0.978443446313404,0.394,-1.345,-0.681,0.495686995023604,0.571276971159367,0.23,-2.121,-1.024,0.306039931749735,0.413021423043203
"OG1382","hypothetical protein",13.83,0.0196909963009308,0.00754032359585244,0.00418184849124778,0.00927622862033169,0.0183910946950238,0.0123345244602698,0.245,-2.027,-3.737,0.000186212007147444,0.00097565702904564,0.405,-1.304,-2.634,0.0084494056953847,0.0238920836783327,0.465,-1.104,-2.129,0.0332327339818686,0.148301454521695,0.845,-0.243,-0.524,0.600212085244632,0.668869052993794,0.646,-0.63,-1.312,0.189369538605359,0.280455836865656
"OG1383","DNA-directed RNA polymerase subunit omega",632.01,1.40649032775578,1.61186769243305,1.79810906972903,1.45137300105805,1.61726099516202,1.47242595069826,1.31,0.39,2.373,0.0176662017191965,0.0452356335602423,1.173,0.231,1.402,0.161019115422545,0.257094541526137,1.055,0.077,0.459,0.646373181585905,0.827422426282838,1.071,0.099,0.6,0.548690042922104,0.622580967719621,1.089,0.123,0.746,0.455745036357663,0.564924513258454
"OG1384","hypothetical protein",891.15,0.786187681699132,0.828687926326458,0.808417481846981,0.8892930370407,0.817795527410955,0.754240557423398,1.053,0.074,0.815,0.415204897229799,0.541003335895014,1.078,0.108,1.196,0.231527059877603,0.338866483177666,1.138,0.186,2.007,0.0447640761066654,0.176648110458898,0.969,-0.045,-0.495,0.620867094336877,0.687585494349988,0.999,-0.002,-0.018,0.985801735716521,0.991366745514921
"OG1385","Inner membrane protein YbhL",7047.29,10.3931072501254,7.84107751547941,7.87182690425917,10.9694552442837,7.80769481417198,6.63849310892423,0.775,-0.367,-3.62,0.000295117359968658,0.00144886357433432,0.771,-0.375,-3.703,0.000212932931974204,0.00101734623054342,1.071,0.099,0.978,0.327863437655254,0.579101567643203,0.7,-0.515,-5.082,3.72650304091672e-07,1.80815147549539e-06,0.665,-0.588,-5.795,6.82091718255557e-09,1.14941671981713e-07
"OG1386","Elongation factor G",25298.26,7.67119290858717,11.6752179716627,10.2038565948682,8.25009741997765,10.6739721723456,13.2306929013306,1.362,0.445,2.644,0.0081934731714296,0.0241542814297227,1.555,0.637,3.783,0.000154792513097606,0.000791091245216042,1.092,0.127,0.752,0.451924462875873,0.687472474356193,1.296,0.374,2.218,0.0265511153680149,0.0468306094256217,1.796,0.845,5.015,5.30631852498658e-07,4.93804417959572e-06
"OG1387","Lactate utilization protein A",2499.1,2.89321199861271,3.11644126930299,3.26501741437131,2.88891603921539,1.93247660317577,2.73533498062059,1.155,0.208,2.153,0.0312923533651693,0.0721285852982738,1.101,0.139,1.435,0.151272415786903,0.245139703677533,1.017,0.024,0.244,0.807279499563209,0.91516139632302,0.623,-0.683,-6.991,2.73618011657299e-12,3.13029046363901e-11,0.984,-0.023,-0.235,0.813843610531047,0.874499089474556
"OG1388","Pur operon repressor",1493.39,1.51111416166018,1.62551012838854,1.45426481738809,1.59394609525793,1.62421190322466,1.73222238272595,0.986,-0.02,-0.182,0.855577113520683,0.903390906486276,1.1,0.138,1.266,0.205468370463289,0.31019256412557,1.078,0.109,0.988,0.323115985190812,0.572798730477293,1.002,0.003,0.029,0.976527170549523,0.981860457755629,1.195,0.257,2.358,0.0183957023839639,0.0408988574163916
"OG1389","Tetracycline resistance protein, class C AND Multidrug resistance protein MdtG",1215.52,0.882293615125531,0.93915568200075,1.09404516584386,0.914804800666893,0.914405228236584,0.86675854604599,1.268,0.343,2.907,0.00365356644371214,0.0123135063657001,1.088,0.121,1.028,0.303956407528342,0.421616952378023,1.052,0.073,0.613,0.540186248061601,0.763040482023136,0.963,-0.054,-0.458,0.646962304836818,0.710803519058601,1.023,0.033,0.278,0.780926358026531,0.848976484620927
"OG1390","Formate acetyltransferase",7226.74,2.74186326676015,2.28333837152829,2.49340086030162,2.0825031457367,3.36287125493615,2.99481313524999,0.931,-0.103,-0.82,0.412193338445066,0.53822522831518,0.851,-0.233,-1.848,0.064656798833345,0.124809641091612,0.771,-0.375,-2.968,0.00299760707101512,0.0302627034212156,1.142,0.191,1.522,0.12789531535191,0.184376252305008,1.137,0.186,1.477,0.139745599057386,0.219035601078759
"OG1391","hypothetical protein",160.95,0.414031784793909,0.287991147128304,0.303356553420348,0.429814318495153,0.307369208156449,0.212481591296704,0.753,-0.41,-2.284,0.0223988506693784,0.0550592141600547,0.71,-0.494,-2.755,0.00586493698659179,0.0177084174873607,1.047,0.066,0.364,0.715831666565264,0.866071183412095,0.693,-0.529,-2.938,0.0033027162037392,0.00735444126082639,0.533,-0.907,-4.885,1.0330377918066e-06,8.76325256042738e-06
"OG1392","hypothetical protein",314.28,0.548820080498701,0.445546166596633,0.528090169614661,0.425427587987862,0.333889888380226,0.294613916468568,0.983,-0.025,-0.157,0.875497596423681,0.914609944161923,0.83,-0.269,-1.691,0.0909073982349627,0.16670812588088,0.799,-0.323,-1.976,0.0481465675991336,0.18413233245229,0.564,-0.826,-5.093,3.51729691940844e-07,1.72002716019699e-06,0.556,-0.848,-5.187,2.13957035120999e-07,2.28037968201611e-06
"OG1393","Monofunctional biosynthetic peptidoglycan transglycosylase",2391.68,0.928495751201294,1.07185581516063,1.12991970301378,0.921884380214449,0.673804660107039,0.828026753612692,1.244,0.315,3.943,8.04428079156679e-05,0.000460147621425862,1.178,0.237,2.968,0.00300087966938463,0.0101411841401698,1.008,0.012,0.142,0.887154768007354,0.955422507317291,0.676,-0.565,-6.984,2.87682755420673e-12,3.26127632735981e-11,0.928,-0.108,-1.34,0.180138337279598,0.269343533078727
"OG1394","hypothetical protein",5823.63,7.15550625362224,7.11286903454629,8.32248586129252,5.79353685144571,5.46762866450988,6.07741598767749,1.19,0.251,2.507,0.0121644905767194,0.0335599994450644,1.015,0.022,0.22,0.825801186358659,0.87928079000158,0.823,-0.281,-2.786,0.00533506583082991,0.044352180606966,0.711,-0.492,-4.899,9.63292672311295e-07,4.2900927227578e-06,0.884,-0.178,-1.769,0.0768224810250629,0.137049547694211
"OG1395","50S ribosomal protein L13",6268.09,8.01657249874015,13.3181814647284,10.3526519386923,10.2780328216819,15.470607497077,16.026831020899,1.322,0.403,1.423,0.154789590777954,0.253977131184354,1.698,0.764,2.698,0.0069654683864634,0.0202942501820558,1.301,0.38,1.341,0.179995996584639,0.415292940904156,1.797,0.846,2.988,0.00280394219450007,0.00640387530502123,2.082,1.058,3.738,0.000185249335218527,0.000759887898083892
"OG1396","hypothetical protein",1047.1,4.58016319529598,4.53986389248409,5.07251687850088,4.94477008954224,4.5785204964971,4.60389980018465,1.134,0.181,1.107,0.26820305970559,0.391168673044293,1.014,0.019,0.119,0.905236026866524,0.932916797935996,1.103,0.141,0.854,0.392849702591897,0.639260857898691,0.931,-0.104,-0.632,0.527580514298663,0.602466026859371,1.046,0.065,0.397,0.691169226528529,0.773863295891978
"OG1397","Transcription termination/antitermination protein NusG",1307.45,1.98296431279991,2.0280481515742,1.61841605436848,2.16802556644536,2.35229059941942,2.11707110911864,0.836,-0.258,-2.662,0.00777875880815182,0.0233175774850128,1.047,0.067,0.696,0.486617720198707,0.601996326475979,1.113,0.154,1.577,0.114769807948608,0.320174385932694,1.106,0.146,1.515,0.129868990853851,0.186712779533979,1.113,0.154,1.595,0.110681005914159,0.182928745980912
"OG1398","30S ribosomal protein S9",3572.44,4.59676759499865,7.7449757119091,5.95193488701007,6.02319795439091,11.2150522354786,12.1904002859994,1.325,0.406,1.433,0.151976433931214,0.250349554969913,1.721,0.784,2.766,0.0056830060894033,0.0173269158764937,1.329,0.411,1.448,0.147729061037269,0.370660239664937,2.272,1.184,4.179,2.92600262959636e-05,9.80840128792113e-05,2.761,1.465,5.172,2.3100038827938e-07,2.44116512020666e-06
"OG1399","Membrane protein insertase YidC",1876.87,1.12735502014909,1.83990964792171,1.54080469025555,1.23016231495929,2.53377272582744,1.94173938592461,1.399,0.485,5.41,6.30607960480331e-08,7.63464200698031e-07,1.67,0.739,8.292,1.10916176109519e-16,3.21656910717604e-15,1.1,0.138,1.503,0.132876257163247,0.351642062039029,2.093,1.066,11.985,4.26375613963844e-33,3.92555157620903e-31,1.794,0.843,9.437,3.84334839472081e-21,1.59755181607228e-18
"OG14","Shikimate dehydrogenase (NADP(+))",203.04,0.158306270656495,0.26713661578453,0.228013095708104,0.188918386501358,0.221262231403401,0.166671339962094,1.475,0.561,2.441,0.0146380566245579,0.0389203765689206,1.729,0.79,3.456,0.00054780026778234,0.00230779369569114,1.166,0.221,0.939,0.347748792629897,0.600613219403714,1.291,0.368,1.596,0.11041622307927,0.162369139363031,1.092,0.127,0.546,0.58537923098579,0.685415869520451
"OG1400","Large-conductance mechanosensitive channel",1585.45,4.01085805409201,2.89140506935384,4.18786761087944,4.83178150352237,3.42135413731963,3.15775958502049,1.07,0.098,0.895,0.370793974383445,0.497389759147961,0.737,-0.44,-4.01,6.07596554656344e-05,0.000349158020118185,1.222,0.29,2.636,0.00839444330949139,0.0615757106290339,0.795,-0.33,-3.012,0.00259145070151426,0.00600809275104664,0.82,-0.287,-2.609,0.00907739445395007,0.0225039977814627
"OG1401","30S ribosomal protein S10",5348.43,10.0441707346269,16.7320519839377,13.9318528477007,13.9322753189802,19.3944370935473,17.0071083645829,1.42,0.506,2.729,0.00634996356797448,0.0197466448111326,1.702,0.767,4.142,3.44147295566057e-05,0.000217278631160482,1.406,0.492,2.652,0.00801064252009183,0.060176332665991,1.798,0.847,4.569,4.89019175385161e-06,1.86485294099479e-05,1.763,0.818,4.415,1.01161482324315e-05,6.24496873556538e-05
"OG1402","hypothetical protein",498.02,1.06668272847114,0.757998373944101,0.756691907061119,1.25488645546027,1.09510012206905,0.695090500493543,0.725,-0.464,-3.337,0.000846325869647451,0.00363920123948404,0.726,-0.462,-3.335,0.000851538391448419,0.00342538185205219,1.191,0.252,1.816,0.0694029013546863,0.229563442942424,0.956,-0.065,-0.47,0.638082651570467,0.702905535784781,0.678,-0.561,-4.009,6.09514383165622e-05,0.000291212427512464
"OG1403","Phenylalanine--tRNA ligase alpha subunit",4015.73,3.4668005697766,3.41479317527776,4.19721738876648,3.0438411178259,2.82358051625078,3.11148004717255,1.239,0.309,3.416,0.000634942776376561,0.00281769979409812,1.006,0.009,0.098,0.921960548569329,0.946585986457328,0.891,-0.166,-1.816,0.0693385011337832,0.229563442942424,0.758,-0.4,-4.402,1.07073145319779e-05,3.83678770729208e-05,0.934,-0.098,-1.079,0.280601589031707,0.386641084555292
"OG1404","GMP synthase [glutamine-hydrolyzing]",6946.61,3.55402206462154,4.18388009861327,4.52873160083406,2.8676812282114,3.91150083343892,4.38191555281894,1.304,0.383,3.393,0.000690250516215604,0.00304149255731752,1.203,0.266,2.359,0.0183292289547472,0.0449932057215941,0.82,-0.287,-2.526,0.0115531312488376,0.0758330893662366,1.025,0.035,0.311,0.755901431591234,0.802503884810532,1.284,0.36,3.189,0.00142721155083046,0.00452858219818213
"OG1405","50S ribosomal protein L2",18374.81,15.5135365464661,20.0974211841193,18.1818317792721,15.9976903830391,23.159435776916,22.5412004421639,1.2,0.263,1.846,0.0648761979334447,0.128822641437907,1.324,0.405,2.844,0.00444831382752544,0.0140076953104147,1.047,0.066,0.461,0.644459732177237,0.826791446527793,1.39,0.475,3.34,0.000837709713987418,0.00219458826332418,1.513,0.597,4.198,2.6877025562092e-05,0.00014572022119969
"OG1406","30S ribosomal protein S19",6623.27,14.7700897669398,19.4491172749542,16.5279107009836,22.8918714895143,27.3643896612104,24.0915518481465,1.146,0.196,1.28,0.200555005858146,0.313791834761741,1.345,0.428,2.797,0.00516254951555802,0.0160141772286091,1.571,0.652,4.254,2.09616646394836e-05,0.00070646475149827,1.725,0.787,5.142,2.72178659592095e-07,1.36067994005804e-06,1.698,0.764,4.993,5.94035914365462e-07,5.40702762929731e-06
"OG1407","50S ribosomal protein L22",11617.91,27.4555842075247,28.537720649155,28.1039200567611,26.0396203450698,36.895166684372,28.5741379133142,1.048,0.067,0.62,0.53542325683326,0.652517857580475,1.062,0.087,0.803,0.422183309218323,0.541071517569629,0.963,-0.054,-0.5,0.616952830779428,0.809074855752775,1.251,0.323,2.981,0.00286902628757244,0.00654054073236351,1.084,0.116,1.069,0.284937293156369,0.390458026995596
"OG1408","Peptidase T",10512.72,7.68928948698831,6.99731683811238,7.77199883526976,7.3234222087286,7.15542722073752,7.14044725034721,1.035,0.049,0.648,0.5171059198867,0.637184863733908,0.93,-0.105,-1.382,0.166850271297975,0.263369985200728,0.969,-0.046,-0.605,0.54497360076005,0.764749837135999,0.866,-0.207,-2.727,0.00638432955279053,0.0132246826450661,0.967,-0.049,-0.641,0.521416769581649,0.625198761219535
"OG1409","putative manganese-dependent inorganic pyrophosphatase",11783.94,12.6129092691952,11.7940186501,14.9882271038275,10.7677113629452,7.1439563068802,7.45461733369178,1.216,0.283,2.469,0.0135440149197806,0.0367960492482929,0.955,-0.066,-0.574,0.566026401953849,0.672223736415666,0.867,-0.206,-1.794,0.072784221923861,0.236976304801709,0.527,-0.924,-8.058,7.74833038874455e-16,1.50971374918195e-14,0.615,-0.701,-6.113,9.7996489047498e-10,2.26299299707833e-08
"OG1410","Pyruvate formate-lyase 1-activating enzyme",1476.53,2.12650064582112,1.23866778400764,1.16214682611298,2.31201260814934,1.72695525951526,1.1902956802158,0.56,-0.837,-6.523,6.90639975015953e-11,1.43538008140816e-09,0.596,-0.748,-5.84,5.2206531055336e-09,6.51015442260041e-08,1.107,0.147,1.148,0.250784835035519,0.496125165941124,0.756,-0.404,-3.16,0.00157691104085907,0.0038406407577173,0.583,-0.779,-6.064,1.32661297434113e-09,2.98526790255489e-08
"OG1411","hypothetical protein",3966.54,2.37870743733293,2.8541048457958,2.7715149650429,2.07180875652148,2.40427108629021,2.79443184379119,1.193,0.254,3.111,0.00186381696412893,0.00703692179640427,1.226,0.294,3.604,0.000313704687744065,0.00144885090969203,0.885,-0.177,-2.137,0.0325850007428287,0.147273851494975,0.941,-0.088,-1.071,0.284089614598093,0.364840112671289,1.223,0.291,3.558,0.000373997552131222,0.00141049499871655
"OG1412","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI",2280.26,2.40192827591411,2.32100208668653,2.10265349427214,2.70896571597484,3.78563764489946,2.57685977690259,0.897,-0.157,-1.856,0.0634480673852783,0.126591584047107,0.988,-0.017,-0.207,0.836257844429172,0.886080216218022,1.14,0.189,2.219,0.026486589407234,0.131220607768463,1.468,0.554,6.612,3.80405286092965e-11,3.36429355856686e-10,1.118,0.161,1.915,0.0555409009158715,0.10638940620905
"OG1413","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ",513.42,0.86107428454217,0.93481702752024,0.910673668461594,0.838697282068364,1.15195240221857,1.19996135312161,1.084,0.116,0.783,0.433514099882345,0.553318405888725,1.11,0.151,1.021,0.307221017249806,0.424257595249733,0.988,-0.017,-0.113,0.910185461103632,0.969258129800366,1.248,0.319,2.161,0.0307211973140374,0.0531336103337096,1.454,0.54,3.657,0.00025529363730364,0.00101709637609469
"OG1414","UvrABC system protein A",5839.59,2.07960943426746,1.40473376647907,1.70207796834259,2.17059993795564,1.67963449508462,1.68911567816669,0.838,-0.255,-3.821,0.000132848110685576,0.00072658593870576,0.69,-0.535,-8,1.24140000233259e-15,3.36527348458421e-14,1.061,0.086,1.282,0.199822510802996,0.441806154204497,0.752,-0.411,-6.146,7.93275091171391e-10,6.10625949809089e-09,0.846,-0.242,-3.614,0.000301761809408387,0.00117226472377651
